n,reps,mle_success_rate,mle_strict_convergence_rate,mle_boundary_rate,mle_median_gradnorm,mle_start_disagreement_rate,mle_b_bias,mle_b_rmse,mle_a1_bias,mle_a1_rmse,mle_d_bias,mle_d_rmse,mle_pi_bias,mle_pi_rmse,smm_success_rate,smm_strict_convergence_rate,smm_boundary_rate,smm_median_gradnorm,smm_start_disagreement_rate,smm_b_bias,smm_b_rmse,smm_a1_bias,smm_a1_rmse,smm_d_bias,smm_d_rmse,smm_pi_bias,smm_pi_rmse,mle_wald_eligible_rate,mle_b_coverage_conditional,mle_a1_coverage_conditional,mle_d_coverage_conditional,mle_pi_coverage_conditional,mix_rmse_train_mean,smm_rmse_train_mean,logit_rmse_train_mean,mix_rmse_extra_mean,smm_rmse_extra_mean,logit_rmse_extra_mean,mix_rmse_policy_mean,smm_rmse_policy_mean,logit_rmse_policy_mean,mix_bin_mae_mean,smm_bin_mae_mean,logit_bin_mae_mean,smm_targeted_weighted_norm_mean,mix_heldout_brier_mean,smm_heldout_brier_mean,logit_heldout_brier_mean,true_cf_participation_mean,true_cf_change_mean,true_transfer_per_person_mean,mix_cf_participation_mean,mix_cf_participation_sd,mix_cf_change_mean,mix_cf_change_sd,mix_transfer_per_person_mean,mix_transfer_per_person_sd,smm_cf_participation_mean,smm_cf_participation_sd,smm_cf_change_mean,smm_cf_change_sd,smm_transfer_per_person_mean,smm_transfer_per_person_sd,logit_cf_participation_mean,logit_cf_participation_sd,logit_cf_change_mean,logit_cf_change_sd,logit_transfer_per_person_mean,logit_transfer_per_person_sd
500,40,1.0,0.225,0.8,0.049560763220538796,0.6,2.034901414752592,2.4366834796734103,0.9909633619562573,1.1460261623891488,3.987559505270893,4.005309718240415,-0.14186650240155566,0.2686304864163573,1.0,0.8,0.775,0.0001297697131747543,0.55,1.5948023241630571,2.058823588736061,1.069922158469118,1.2548108430288145,3.5260911139715603,3.825326597776581,-0.05401638505709198,0.25488632408999884,0.2,1.0,1.0,0.875,1.0,0.030625622676497356,0.03300497862391964,0.020764443804210803,0.06406518499218064,0.06773133465887875,0.02502327718017517,0.0722906043729215,0.07156203509241134,0.021451933129052813,0.018781880973509413,0.019154803751264715,0.025349256592732565,0.09067876118728382,0.21165865651327573,0.21221036867086007,0.20922365081561,0.9087912488797801,0.16214313919068266,0.9087912488797801,0.9279215184646933,0.06851290639347546,0.15725994013727113,0.039259051563762894,0.9279215184646933,0.06851290639347546,0.9348349800559813,0.06497461291407224,0.15470746535715013,0.03918096048249194,0.9348349800559813,0.06497461291407224,0.9158309225049095,0.02509406915700004,0.15551944599829,0.009893104899988223,0.9158309225049095,0.02509406915700004
2500,40,1.0,0.625,0.4,2.171342584926812e-05,0.65,1.6316552412977494,2.1303825535822067,0.56546062303097,0.6966112559226392,3.2827866583285044,3.3896696566245734,-0.11453271358224797,0.2896868834238126,1.0,1.0,0.45,5.0859931138985316e-08,0.55,1.4576630738840783,1.9893280325187692,0.5886315567417745,0.7288879046123128,3.122497930365719,3.342407508849028,-0.09376045050542783,0.28718230270092343,0.6,0.6666666666666666,0.9166666666666666,0.5833333333333334,0.625,0.015478995079154822,0.015577739067340075,0.011662072190403442,0.03400414566327614,0.0347143426553929,0.01762919106152804,0.048150701873779775,0.04905887597724435,0.014926157198985199,0.006758564296858166,0.006848262354640963,0.009573598814569378,0.033551649191023256,0.20813136158366077,0.20815599309183078,0.2073985005577396,0.9087912488797801,0.16214313919068266,0.9087912488797801,0.9226571760637483,0.052311517490224196,0.1572117330939992,0.027283037702940396,0.9226571760637483,0.052311517490224196,0.9230673997186578,0.05336932612469394,0.1570106984519147,0.027330909058146318,0.9230673997186578,0.05336932612469394,0.9115075155026726,0.015495525988429395,0.1581559060465862,0.005882627417746776,0.9115075155026726,0.015495525988429395
