seed,n,mle_success,mle_strict_convergence,mle_objective,mle_gradnorm,mle_starts_success,mle_near_boundary,mle_start_maxspread,mle_b,mle_a1,mle_d,mle_pi,smm_success,smm_strict_convergence,smm_objective,smm_gradnorm,smm_starts_success,smm_near_boundary,smm_start_maxspread,smm_b,smm_a1,smm_d,smm_pi,logit_success,logit_b,logit_a1,mix_rmse_train,logit_rmse_train,mix_rmse_interp,logit_rmse_interp,mix_rmse_extra,logit_rmse_extra,mix_rmse_policy,logit_rmse_policy,smm_rmse_train,smm_rmse_interp,smm_rmse_extra,smm_rmse_policy,mix_bin_mae,logit_bin_mae,smm_bin_mae,smm_targeted_weighted_norm,mix_heldout_brier,smm_heldout_brier,logit_heldout_brier,true_cf_participation,true_cf_change,true_transfer_per_person,mix_cf_participation,mix_cf_change,mix_transfer_per_person,smm_cf_participation,smm_cf_change,smm_transfer_per_person,logit_cf_participation,logit_cf_change,logit_transfer_per_person,mle_hess_pd,mle_cover_b,mle_cover_a1,mle_cover_d,mle_cover_pi
24033,500,True,False,313.347636553243,0.0039119392776935805,8,True,4.98,0.008811926406138515,1.4872494973440904,5.0,0.8761389501143079,True,True,0.002055294538970247,1.3832986767373855e-05,8,True,4.98,-0.007600850860497234,1.484639111087671,5.0,0.8820549656230482,True,-0.27024391895611116,1.2938334521603811,0.03765107855132999,0.03628997052389536,0.04036187696905228,0.03640028625133797,0.018757703449858328,0.04538311747404861,0.03348457468618841,0.03004944851166529,0.037721798254723014,0.04018678009887312,0.02094991251977694,0.03016695885994498,0.011301872227395024,0.011869024392507657,0.011652679763206102,0.04533535638958016,0.20998161636784957,0.2100736164052556,0.2115799705223706,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.8662728826177679,0.10378324734352622,0.8662728826177679,0.87000212167228,0.10477943980753064,0.87000212167228,0.9325026416783336,0.1405314343297418,0.9325026416783336,False,,,,
24034,500,True,True,306.833555969549,1.1700173131192067e-07,8,False,4.144185834529527,2.3886346591432566,2.3290878927624425,4.164177573326073,0.2825002962248677,True,True,0.007962401064947321,4.826367509507473e-09,8,False,4.085269415177072,2.090133594207829,2.5160952535470353,4.105269268527591,0.3193164020501213,True,-0.48018556684518926,1.2773057778552348,0.023668742108871325,0.013426134261728727,0.02366758510124642,0.01386824266040761,0.0746368589379054,0.005245338848821782,0.07867991336170949,0.006896427687473173,0.026413479549599977,0.024754251462158126,0.08227389324350794,0.08511817204135616,0.018060469903612167,0.02260286477460946,0.01411436234550656,0.08923228712157567,0.19588689470465648,0.1962018011110619,0.19449760062636295,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9769581216990374,0.1566277722801843,0.9769581216990374,0.9814690189613112,0.1536260498107857,0.9814690189613112,0.915260122078598,0.16352750131685306,0.915260122078598,True,True,True,True,True
24035,500,True,False,307.6249824919389,0.059641407429834675,8,True,4.98,3.7683122548885346,2.2371646979138062,5.0,0.2139879816020526,True,True,0.006302450973018299,0.0002561683406809504,8,True,4.98,3.7828681341694184,2.246778412234792,5.0,0.20745286477960032,True,-0.32038612330933375,1.3367629518262514,0.040420673477835435,0.028994138643218717,0.026360721944923483,0.02751353659520425,0.11333466077588825,0.04580620264570003,0.09011639174880516,0.032622617147072715,0.04080125125379663,0.026926440190421362,0.115159492041627,0.09094132356524098,0.023314162271028303,0.03998475526556032,0.02348753633784334,0.07938797750930741,0.20320792045139177,0.20329375016597004,0.1995018238089072,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9819493139054106,0.12202377731121532,0.9819493139054106,0.9824244293500798,0.12066798936082707,0.9824244293500798,0.9353004479287733,0.14286566783251137,0.9353004479287733,False,,,,
24036,500,True,False,311.2965855201084,0.5420625018239725,8,True,1.4096318754486248e-06,1.364177263176176,2.7062789455410043,5.0,0.5283824715028422,True,False,0.0033938430616471454,0.002156789443205312,8,True,2.321897124124561e-06,1.361092450084366,2.7163650226559977,5.0,0.5284602580696373,True,-0.4224192179512885,1.1568785843296605,0.027872786387853548,0.006138510016924921,0.023437550955111363,0.004930421708950704,0.020863555332386423,0.012245898289955986,0.044231740719262266,0.01207754086810273,0.02791172514309189,0.023275158678695496,0.02011795814246685,0.045112051192232085,0.02304398679071451,0.04758939574922989,0.023008015479972818,0.05825669971468642,0.20940365907828362,0.20939408753685235,0.20892600528886357,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9600965964231479,0.22939565478599824,0.9600965964231479,0.9607899672979048,0.22892876839026335,0.9607899672979048,0.8974729182098313,0.16306012973853798,0.8974729182098313,False,,,,
24037,500,True,False,288.20879555821114,0.14174064415250742,8,True,6.590711207898892e-07,0.8245217751882875,2.8859055271408818,5.0,0.5976385270478733,True,True,0.009537676617932934,0.0005408214794528045,8,True,2.461003384524041e-06,0.9314277678991304,3.080933439179437,5.0,0.5818896480788506,True,-0.5344631230274742,1.526270852300068,0.04619308218791415,0.0368898711123111,0.03768428781884642,0.03388625789149614,0.012326890601563827,0.04902029361742201,0.04459094877223983,0.04381141413799635,0.04961842443663051,0.0406898677152572,0.022455096644174652,0.06518874349191241,0.006314201167697743,0.03767497706200697,0.009086365948172803,0.0976610291668736,0.2122113106150645,0.21356520084516162,0.214990445649877,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9611454079314634,0.22347026380302873,0.9611454079314634,0.9752694625571593,0.21122431765341773,0.9752694625571593,0.9467467576828529,0.15114650066002977,0.9467467576828529,False,,,,
24038,500,True,False,308.527661265814,0.08135999713923305,8,True,2.195733292964519e-07,0.36994125952637197,1.832389759745556,5.0,0.6849092164575888,True,True,0.014220131933558589,0.00034462451910765673,8,True,6.376630760751567e-06,0.3510178272875103,1.935351158048791,5.0,0.6857466476821752,True,-0.4635858429809459,1.2153274899847684,0.020238073664280987,0.009299440140341184,0.011928084779810146,0.009847516912609633,0.0807659019158194,0.006256685543036605,0.11440841442816364,0.004028884122755388,0.023349142506239956,0.015878010351837803,0.07271359014826662,0.09973164201344184,0.02362612902532936,0.03356970932641937,0.02304796235776462,0.11924819467630773,0.21307005809785465,0.21261160685677577,0.20882234824920223,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.7961314315014832,0.1288336687891838,0.7961314315014832,0.8139533784247877,0.13856974362650254,0.8139533784247877,0.905373428479143,0.1649520286286537,0.905373428479143,False,,,,
24039,500,True,False,323.6146466985117,0.05123175611234966,8,True,8.157006150533164e-07,0.7365537983693667,1.737549241713564,5.0,0.6874207133183233,True,True,0.004676267477222331,0.00021555150514837064,8,True,2.219896302113611e-06,0.7358712778080168,1.756519471560867,5.0,0.6867411660983395,True,-0.21347623202298488,1.0456199324982367,0.051116050812648806,0.046918085811908164,0.05718190341265338,0.04810612439263472,0.0629076339574084,0.004828112692416632,0.09960240814516431,0.013063486417868258,0.050186454322457566,0.05634042412648352,0.06196531430642515,0.09719427543972607,0.011825844589848852,0.021422834564267274,0.012268646370037675,0.06838323973915195,0.20999361321629753,0.20986908020106557,0.2085097228271531,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.8100084830960778,0.1239978334257518,0.8100084830960778,0.813048490899129,0.12610264210559094,0.813048490899129,0.8938020504364151,0.14581867386244887,0.8938020504364151,False,,,,
24040,500,True,False,328.19613133364754,0.0013793325388444164,8,True,4.584978817062878,4.0,0.9844424321876805,4.604975204791665,0.10436793380545031,True,True,0.002561761769767309,3.5595564785877847e-08,8,True,1.4326176372454644,-0.3129692470783552,0.8414109755611902,0.02,0.98,True,-0.3090069949144433,0.8309207305290103,0.048389783790362954,0.048512510570564174,0.040528205022618224,0.04162110934991002,0.06010475293511468,0.07277829772045318,0.06248354587428536,0.08446648239169358,0.04696418749814377,0.04024957371750311,0.0708645519056092,0.08183804461186273,0.019157705676064715,0.015819961203741212,0.01594482307128843,0.050613849584548586,0.2149694844663279,0.2156667177693121,0.21580885779325118,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.8497513770320205,0.1630738314809933,0.8497513770320205,0.8284872227991926,0.15241312357094572,0.8284872227991926,0.8257592113354871,0.15158392362190315,0.8257592113354871,False,,,,
24001,2500,True,False,1557.020708376496,0.046128202476245064,8,True,4.800187305583534,4.0,1.6153210172825585,4.820187305583533,0.13173974773518243,True,True,0.002457527304690101,0.0009951481835821336,8,True,4.7842789480025925,4.0,1.610118739386311,4.804278948002592,0.12668971329885473,True,-0.3645595697401095,1.243953501634598,0.018178188300080445,0.013800214600562823,0.011598947506756543,0.013612065180065212,0.049737886161536383,0.01864497833245326,0.04647118733103978,0.012348785335366801,0.0179171848635574,0.011554988135555933,0.05002933944748491,0.04645408980889611,0.0027649440378281834,0.013244413421369915,0.0035193671431700754,0.049573453628833454,0.21140224252790163,0.21142349775673533,0.2100234179275472,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9497037946506874,0.1534153180487548,0.9497037946506874,0.949619806159771,0.15303372213984348,0.949619806159771,0.9184020046804341,0.15312820194828372,0.9184020046804341,False,,,,
24002,2500,True,False,1548.9210563101722,0.004573575852001562,8,True,4.900496118525241,-0.19564222777772813,1.3174593048120322,5.0,0.8605797477057592,True,True,0.0019773609983559414,3.045699511870695e-06,8,True,1.2506272568740817e-05,-0.2146010518758439,1.3136322678309786,5.0,0.8689875384886548,True,-0.47512358317182346,1.165547403745105,0.014828985139580579,0.014128954027556805,0.011685390942506039,0.013942757944160547,0.047474851474149836,0.020457053484315257,0.0785994161495246,0.0164055948057592,0.014241757815135857,0.01147346419110674,0.044157805665572696,0.07354072657334619,0.010599070641197438,0.009494259853226092,0.010510813363631563,0.04446752745943877,0.20757696665425338,0.20742823827127108,0.20668644220615587,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.8227003341751866,0.12299651452569217,0.8227003341751866,0.8281028244298301,0.12511737722766933,0.8281028244298301,0.8943700478022453,0.1681766611862283,0.8943700478022453,False,,,,
24003,2500,True,True,1565.175528396419,0.00013629897980688239,8,False,3.326984789006278,2.161678677836716,1.6952041706758372,3.346984789006278,0.23394545524854388,True,True,0.0008828842011506042,2.2147723453010487e-07,8,False,3.3019540453028986,2.1191841064918164,1.7042433643504755,3.32195024125414,0.23880700436390967,True,-0.4004626183399073,1.1705118956896996,0.01105402401527898,0.005396567730955054,0.007944219293117089,0.005020426053872749,0.032404195853287424,0.004826706604529777,0.040165064369275756,0.006555626775679356,0.010781592059988009,0.007837780839678543,0.03266339757407673,0.040617215596516834,0.00763097785481736,0.008873606395464521,0.007787720338469806,0.029713367381544023,0.20872631676100792,0.2087357738665433,0.20819942803912636,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.946579796221417,0.1680316112277498,0.946579796221417,0.9470147278979956,0.16822186054274121,0.9470147278979956,0.9021804926990193,0.16030148502890715,0.9021804926990193,True,True,True,False,True
24004,2500,True,True,1508.697993577787,3.0247535505287045e-06,8,False,4.3335544284738985,2.046683207963454,2.74868689848246,4.353553086977588,0.3499553130280159,True,True,5.282067550091577e-05,1.2260731366297335e-09,8,False,4.332121874490964,2.0448316963787856,2.748726709072795,4.352116944888677,0.35010975208581824,True,-0.512016843497406,1.3587515424043017,0.027471095570353293,0.02243797415365255,0.02389633135399544,0.022302205765694156,0.08954429809408018,0.017758335295305613,0.09151774789854979,0.019028212458844857,0.02748184480518668,0.02388799190480112,0.08953600896921132,0.09151427472219151,0.005279976758164551,0.010468207213827477,0.005251797606754684,0.007267783396670251,0.20712107908699565,0.2071199197050096,0.20416325569455668,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9857202390761604,0.1508344859626782,0.9857202390761604,0.9857188526043947,0.15084134635562302,0.9857188526043947,0.9261344471043296,0.16186293304502228,0.9261344471043296,True,False,False,False,False
24005,2500,True,True,1574.0462543172512,0.00039289062870036864,8,True,4.98,-0.3303614005333045,1.1581667975644774,5.0,0.9708244472507496,True,True,0.0009938557324485036,4.6743888389833777e-07,8,True,4.98,-0.30983080843320415,1.1714233178444096,5.0,0.9597859181927668,True,-0.38437869321823914,1.1314978413888044,0.010704919769170615,0.010559707913027048,0.010022917358800437,0.009754972403676565,0.016051477754171258,0.011037063611693976,0.02565795728163707,0.013332386308207014,0.010504800270973759,0.009900701108061205,0.017654574132429747,0.030054404483700305,0.008596114872089652,0.008730356291861995,0.008643361675810278,0.03152547751340975,0.21090269426704522,0.21087657410944657,0.21098135045070177,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.8812516189825583,0.15041829873310425,0.8812516189825583,0.8760690181583176,0.14676947698669793,0.8760690181583176,0.8957543793636655,0.1600631979744466,0.8957543793636655,False,,,,
24006,2500,True,False,1537.54462682946,1.4699878784785785,8,False,4.504086628928721,3.855387044544576,1.5201457329173584,4.52408662892872,0.08538398764591944,True,True,0.001314009961432808,2.2250923091467117e-05,8,True,4.659288052691178,4.0,1.5351249777387312,4.679288052691177,0.08737853488332288,True,-0.3932822417032165,1.2970531644633605,0.01584336454405237,0.013100112016038468,0.01150375879329134,0.011274465129107345,0.04439453535521241,0.02514907805440903,0.04017114910860796,0.019293419589770874,0.016416421261783592,0.011914048602585109,0.04614138459235106,0.04171201810199016,0.003270534183532764,0.007117278802206993,0.0031182884410956707,0.03624927532286415,0.204944859328206,0.20502021908730603,0.20432280621599552,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9439678165503289,0.15297777287439246,0.9439678165503289,0.9452736369810966,0.15253982137374275,0.9452736369810966,0.9248525573370218,0.15305456667413256,0.9248525573370218,True,True,True,True,False
24007,2500,True,True,1575.687635534805,3.2738593468980805e-06,8,False,3.86119842503696e-05,0.6788877875294805,1.7180943043230419,3.1401100337954113,0.571896251076458,True,True,0.00044822535667457384,6.556182979997663e-09,8,False,2.3393996731790878e-05,0.646668089426903,1.6959780646731863,3.098748270526169,0.577884181060563,True,-0.40373940975982264,1.1462089765765588,0.012748200844047888,0.007327783247652073,0.011862112876772706,0.006210975343208854,0.02631223429901075,0.011212745291702828,0.012178733930231922,0.012284711168731735,0.012537461959225473,0.011596080319479504,0.0269808146291062,0.013488996716694268,0.005837557337796992,0.007708559185170091,0.005764082140551741,0.021171333370257384,0.20885585120671557,0.20887757681390426,0.2085203322744292,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9081688420710439,0.18782382178920473,0.9081688420710439,0.9060607937963722,0.18638703415091076,0.9060607937963722,0.8970017147774292,0.16153040026681573,0.8970017147774292,True,True,True,True,True
24008,2500,True,True,1549.7395190582124,8.91459402880648e-07,8,False,2.8985903609796577,0.47234311052086403,1.8030958116195905,3.13138201348396,0.6520642611578191,True,True,0.0010701530252002563,2.8132632098620903e-09,8,False,6.511373900952577e-06,0.5003260463892192,1.8332957359498312,3.1682381594793343,0.6448238088481902,True,-0.3667764228105587,1.2944330469820973,0.02044682007304614,0.01710313414682943,0.021799046591087674,0.015780445414561774,0.004322671137298872,0.029203201794875247,0.011057084814573188,0.021349382576008775,0.020680113016045363,0.021841982104645455,0.00512410848575429,0.013350755448038338,0.0038945881642178173,0.014127825337119586,0.0036463337557417416,0.03271319344240572,0.20504048713423853,0.20503657546513873,0.20504735248108827,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.922743224164671,0.17211362982209377,0.922743224164671,0.9252438769244218,0.17364704573440445,0.9252438769244218,0.9262732275687932,0.15042747477280513,0.9262732275687932,True,True,True,False,True
24009,2500,True,False,1554.9540535384917,0.03975329939906757,8,True,4.802550206056286,4.0,1.4990114731419133,4.8225502060562855,0.11812236538331503,True,True,0.0020666312111870954,3.4642167171728444e-05,8,True,4.82146642993382,4.0,1.522276260735961,4.84146642993382,0.12223405003799863,True,-0.4146722866894834,1.1796117838427052,0.010406686504376705,0.0032463657727414617,0.007936093022812875,0.0026240695087454296,0.023012084929764694,0.005348500330918476,0.02771662833414127,0.006182035382393793,0.010889155184890328,0.008291715693340732,0.025727530904391307,0.030284380141322283,0.01004984235186894,0.016140899067477815,0.010080372037946463,0.04546021569666268,0.20383167913646852,0.20387036874292952,0.204026736349278,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9348741624682612,0.16551210860525792,0.9348741624682612,0.9371127926582721,0.16503573135703847,0.9371127926582721,0.9027149164303725,0.1613966835524721,0.9027149164303725,False,,,,
24010,2500,True,False,1556.8818797451595,0.00945490397742891,8,True,4.616986206659074,4.0,1.373475465677834,4.636986206659073,0.06878736082938608,True,True,0.0009630531431523269,8.420668055100665e-06,8,True,4.6258362022896184,4.0,1.3831284922105287,4.645836202289618,0.07073680625112329,True,-0.4213508742345054,1.2140529759410679,0.005813510258127706,0.0008309197023224215,0.004736324075731279,0.0007611312644956761,0.015456837765954006,0.0014690818925022393,0.017459042217475206,0.0006054248336448803,0.006151663222366297,0.005171649491194964,0.016497319496871585,0.018571292634057695,0.0070138916409739835,0.007163766037998592,0.0071459089170498175,0.031033097543627947,0.20950200593335877,0.209530947011353,0.2092571359088438,0.9087912488797802,0.16214313919068266,0.9087912488797802,0.9250657754794858,0.1630898754988887,0.9250657754794858,0.9260833713274743,0.1630735379673909,0.9260833713274743,0.9086864517258162,0.16057208265003092,0.9086864517258162,False,,,,
