rep,estimator,model,start,initial,final,objective,raw_grad_inf,projected_grad_inf,raw_gradient,projected_gradient,active_bounds,software_success,status,message,distance_from_best,numerical_accept
n600_s104,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.8928063534612911, 1.3062240245451142, -2.5, 3.8625544570204644, 0.2697280303107815]",342.1591294878259,0.1517621335679682,4.848279270319722e-05,"[-6.036248128893362e-06, 1.6712774326688162e-06, 0.1517621335679682, -1.332577789114886e-06, 4.848279270319722e-05]","[-6.036248128893362e-06, 1.6712774326688162e-06, 0.0, -1.332577789114886e-06, 4.848279270319722e-05]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0800249583553523e-11,False
n600_s104,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.8928075263318769, 1.3062230151724379, -2.5, 3.8625562964806863, 0.2697278109354826]",342.1591294878151,0.1517671577352504,2.465813945029538e-06,"[5.1680367763040636e-09, 4.841826410917349e-07, 0.1517671577352504, 9.450821680800914e-08, -2.465813945029538e-06]","[5.1680367763040636e-09, 4.841826410917349e-07, 0.0, 9.450821680800914e-08, -2.465813945029538e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.036086097758826, 0.7766587491818323, 0.282082644996026, 0.02, 0.9683669151096688]",342.39144558700104,3.916954044171084e-05,3.274040218470553e-05,"[3.274040218470553e-05, 3.785779564502434e-06, 1.9324665041509093e-06, 3.916954044171084e-05, -1.171888322951814e-05]","[3.274040218470553e-05, 3.785779564502434e-06, 1.9324665041509093e-06, 0.0, -1.171888322951814e-05]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.23231609918593676,False
n600_s104,mle,mixture,3,"[0.9878641449443226, 1.9090594905764986, 0.23078455693903077, 3.281244260674588, 0.4367301079933619]","[1.8928076333107136, 1.306223009851872, -2.5, 3.862556494684844, 0.2697278189227531]",342.1591294878151,0.15176741283754303,3.0774834147706542e-06,"[-1.1601284133355705e-07, 4.261175146069718e-07, 0.15176741283754303, 3.542951932944405e-07, -3.0774834147706542e-06]","[-1.1601284133355705e-07, 4.261175146069718e-07, 0.0, 3.542951932944405e-07, -3.0774834147706542e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,mle,mixture,4,"[1.0727306550346227, 0.3831654260209497, -2.1123393151775574, 2.1950206801831538, 0.9080137179665303]","[1.8928079863652687, 1.3062223408979061, -2.5, 3.8625576410828737, 0.26972783658636246]",342.1591294878249,0.15174533542486035,0.00012743440385598603,"[1.185989222496353e-05, -3.830888821432232e-05, 0.15174533542486035, -1.0980583156738888e-05, 0.00012743440385598603]","[1.185989222496353e-05, -3.830888821432232e-05, 0.0, -1.0980583156738888e-05, 0.00012743440385598603]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.777068044058979e-12,False
n600_s104,mle,mixture,5,"[0.4501780713882581, 0.6689948926761257, -0.3703001899938907, 1.432052029927092, 0.9148674775350037]","[1.0360850182056276, 0.7766584273638755, 0.2821149728306716, 0.02, 0.97]",342.3914455678692,3.716807572459735e-05,2.2636409857668127e-08,"[2.2636409857668127e-08, -1.3949796873191644e-08, -1.810881400388098e-08, 3.716807572459735e-05, -1.1726979281860561e-05]","[2.2636409857668127e-08, -1.3949796873191644e-08, -1.810881400388098e-08, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.23231608005409043,True
n600_s104,mle,mixture,6,"[1.2456761281901279, 1.4723326248731052, -1.3016586001673507, 2.760523993358971, 0.9053126636795755]","[1.892807559747581, 1.3062229734667667, -2.5, 3.862556441572853, 0.26972781488850156]",342.15912948781516,0.15176678776114505,1.1560137549437854e-06,"[-3.211156106575075e-07, -6.267953824856676e-07, 0.15176678776114505, 2.6460208191192436e-07, 1.1560137549437854e-06]","[-3.211156106575075e-07, -6.267953824856676e-07, 0.0, 2.6460208191192436e-07, 1.1560137549437854e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.684341886080802e-14,True
n600_s104,mle,mixture,7,"[0.7793962457530773, 1.0787855014688652, 0.03322777754915274, 3.6203637769424355, 0.9250256325697818]","[1.0360850833515716, 0.7766585593056096, 0.2821095569612784, 0.02, 0.9697351523229696]",342.3914455709744,3.75415113835903e-05,1.175771150235122e-05,"[2.7498209043130828e-08, 4.801248320696061e-06, 1.8942882245021053e-06, 3.75415113835903e-05, -1.175771150235122e-05]","[2.7498209043130828e-08, 4.801248320696061e-06, 1.8942882245021053e-06, 0.0, -1.175771150235122e-05]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.23231608315927588,True
n600_s104,mle,single,0,"[1.0, 0.8, 0.2]","[1.0360823457792228, 0.7766563404218858, 0.2827141354214803]",342.3914452038242,4.525068739846816e-05,4.525068739846816e-05,"[1.0092786203452775e-05, -4.525068739846816e-05, -2.8137059331800884e-05]","[1.0092786203452775e-05, -4.525068739846816e-05, -2.8137059331800884e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.888534022029489e-12,False
n600_s104,mle,single,1,"[0.6, 0.5, -0.8]","[1.036082534847635, 0.7766565808436053, 0.28271411493576315]",342.39144520381944,5.3399509378770915e-06,5.3399509378770915e-06,"[5.385095052101718e-07, -5.3399509378770915e-06, -3.5340692181584643e-06]","[5.385095052101718e-07, -5.3399509378770915e-06, -3.5340692181584643e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1368683772161603e-13,True
n600_s104,mle,single,2,"[0.7629948184573802, 1.3936338523184615, -0.06523031895238995]","[1.0360825889645722, 0.7766566086334861, 0.28271413152532265]",342.39144520381933,1.0999841135728161e-06,1.0999841135728161e-06,"[7.258724192826804e-07, -1.0999841135728161e-06, -8.695065774055877e-07]","[7.258724192826804e-07, -1.0999841135728161e-06, -8.695065774055877e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,mle,single,3,"[0.6068164070455885, 0.9889468557100464, -2.3981612282004234]","[1.0360825840985535, 0.7766566014227733, 0.28271414692567653]",342.39144520381933,1.2993906128855315e-07,1.2993906128855315e-07,"[-1.0806448402789215e-08, 1.2993906128855315e-07, 4.9004780233730116e-08]","[-1.0806448402789215e-08, 1.2993906128855315e-07, 4.9004780233730116e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,mle,single,4,"[0.655593309333432, 0.28116406631282775, -0.9897323775625331]","[1.0360825562215328, 0.7766564501629318, 0.28271429044543267]",342.3914452038198,1.2907352239910352e-05,1.2907352239910352e-05,"[3.960090338095412e-06, -1.2907352239910352e-05, -6.9873758463678826e-06]","[3.960090338095412e-06, -1.2907352239910352e-05, -6.9873758463678826e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.547473508864641e-13,True
n600_s104,mle,single,5,"[0.1628721895552175, 1.242779510422846, 1.2103364305507491]","[1.0360825822062456, 0.7766565987423825, 0.2827141492877111]",342.39144520381933,4.3650834502528824e-08,4.3650834502528824e-08,"[-4.3650834502528824e-08, 2.409775401446268e-08, 6.401310148618222e-09]","[-4.3650834502528824e-08, 2.409775401446268e-08, 6.401310148618222e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,mle,single,6,"[2.426490579773794, 1.0482134319862173, 1.5316966386412032]","[1.0360825899811292, 0.7766565901972967, 0.282714173094584]",342.3914452038194,9.164324987764871e-07,9.164324987764871e-07,"[-1.975044634505707e-07, 9.164324987764871e-07, 7.41138096227445e-07]","[-1.975044634505707e-07, 9.164324987764871e-07, 7.41138096227445e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.684341886080802e-14,True
n600_s104,mle,single,7,"[2.1216502865268403, 0.23945354060959934, 1.9990037669072747]","[1.0360825951988617, 0.7766566018222727, 0.282714161019003]",342.39144520381933,1.397314354889545e-06,1.397314354889545e-06,"[-1.6922176304667857e-07, 1.397314354889545e-06, 9.338350164256326e-07]","[-1.6922176304667857e-07, 1.397314354889545e-06, 9.338350164256326e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,smm,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.0521657986307533, 0.8103327238062258, 0.2307015507495448, 0.02, 0.030005759343387194]",0.011650139526047976,2.0682651521292377e-06,6.736227608421746e-07,"[4.744461377318831e-07, -1.87533031096275e-08, -6.552009098031303e-10, 2.0682651521292377e-06, 6.736227608421746e-07]","[4.744461377318831e-07, -1.87533031096275e-08, -6.552009098031303e-10, 0.0, 6.736227608421746e-07]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.001563942806595272,True
n600_s104,smm,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.2992666060681881, 0.9854844754720767, -2.5, 3.038908316040152, 0.11438427162529174]",0.010086196719491257,0.0002535804509982059,4.2763597877647913e-07,"[-5.060505420468372e-08, 3.651745226194471e-08, 0.0002535804509982059, -1.4767043945887025e-07, 4.2763597877647913e-07]","[-5.060505420468372e-08, 3.651745226194471e-08, 0.0, -1.4767043945887025e-07, 4.2763597877647913e-07]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.855249453010856e-14,True
n600_s104,smm,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.0521656938097992, 0.81033267127694, 0.2495014515182546, 0.02, 0.97]",0.011650140100170141,2.155276284861128e-06,1.0057312668223725e-07,"[2.3056289429751464e-08, -1.0057312668223725e-07, -2.3657313900828786e-09, 2.155276284861128e-06, -6.910534977230572e-07]","[2.3056289429751464e-08, -1.0057312668223725e-07, -2.3657313900828786e-09, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0015639433807174367,True
n600_s104,smm,mixture,3,"[2.1111052939182984, 1.5352206356507605, 1.3817307774112337, 0.4929392058449893, 0.4582829401011465]","[1.0521786999942069, 0.8103428581580191, 0.24530538584007014, 0.02, 0.7600119823369523]",0.011650252113412085,1.3778768192080303e-05,2.035177593476007e-06,"[-1.3329975964671784e-06, 2.035177593476007e-06, 1.6143414758619523e-06, 1.3778768192080303e-05, -4.088913766563553e-07]","[-1.3329975964671784e-06, 2.035177593476007e-06, 1.6143414758619523e-06, 0.0, -4.088913766563553e-07]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0015640553939593807,True
n600_s104,smm,mixture,4,"[0.7177341272925746, 0.42019150514640397, 0.9185610698883706, 0.14173163189407603, 0.2382770064564818]","[1.052183600763891, 0.8103472757176158, 0.23793835137282837, 0.02, 0.3916434293757904]",0.011650291137069226,1.72403224275473e-05,2.0246881493645244e-06,"[-8.14748466284633e-08, 2.0246881493645244e-06, 4.112475545650293e-08, 1.72403224275473e-05, 1.610815906815756e-07]","[-8.14748466284633e-08, 2.0246881493645244e-06, 4.112475545650293e-08, 0.0, 1.610815906815756e-07]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0015640944176165215,True
n600_s104,smm,mixture,5,"[2.077202042306614, 0.25438573296424233, -1.1674966523398609, 1.1766902813444835, 0.1480596505894971]","[1.299267934457095, 0.9854852772854188, -2.5, 3.038909934432939, 0.1143847407257659]",0.010086196719452704,0.0002537290951100526,4.897778601957448e-09,"[4.897778601957448e-09, -1.056874477257247e-09, 0.0002537290951100526, -2.6148815697370903e-09, -4.47112926110077e-09]","[4.897778601957448e-09, -1.056874477257247e-09, 0.0, -2.6148815697370903e-09, -4.47112926110077e-09]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,smm,mixture,6,"[0.6236299684278422, 0.45683453207214325, 0.9914805014516297, 1.3486871396091553, 0.8629325137829048]","[1.0521657064935643, 0.810332686680509, 0.24950133125069873, 0.02, 0.9699946012535574]",0.011650140103900763,2.156488118044164e-06,6.91613851328818e-07,"[7.103601045604403e-08, -6.502864392798902e-09, 2.657783495238833e-08, 2.156488118044164e-06, -6.91613851328818e-07]","[7.103601045604403e-08, -6.502864392798902e-09, 2.657783495238833e-08, 0.0, -6.91613851328818e-07]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0015639433844480584,True
n600_s104,smm,mixture,7,"[1.9511046868995379, 1.5825253284013945, 1.1235616467618583, 2.1326976161396654, 0.7384538694238392]","[1.2992676827301843, 0.9854851281430073, -2.5, 3.038909655533113, 0.11438466335076788]",0.010086196719459125,0.0002530996561908534,2.4250235701515997e-06,"[3.721429397062978e-07, -9.196158292875713e-07, 0.0002530996561908534, -5.626749762085645e-07, 2.4250235701515997e-06]","[3.721429397062978e-07, -9.196158292875713e-07, 0.0, -5.626749762085645e-07, 2.4250235701515997e-06]",2:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.420211584590163e-15,True
n600_s104,smm,single,0,"[1.0, 0.8, 0.2]","[1.0521632286708893, 0.810330754215684, 0.2501007259214923]",0.011650118687253215,1.75316502851533e-09,1.75316502851533e-09,"[-2.8089835145406195e-12, -1.75316502851533e-09, -9.793166277916043e-10]","[-2.8089835145406195e-12, -1.75316502851533e-09, -9.793166277916043e-10]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.734723475976807e-17,True
n600_s104,smm,single,1,"[0.6, 0.5, -0.8]","[1.0521632287981137, 0.8103307543094991, 0.25010072589380217]",0.011650118687253226,1.457158612522269e-10,1.457158612522269e-10,"[-8.799598419720334e-11, 1.457158612522269e-10, 1.0301660240998045e-10]","[-8.799598419720334e-11, 1.457158612522269e-10, 1.0301660240998045e-10]",,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,2.7755575615628914e-17,True
n600_s104,smm,single,2,"[0.06213950015993751, 0.33722229483185495, -1.8003827208130154]","[1.0521632291210572, 0.8103307550304111, 0.250100725103903]",0.011650118687253198,6.62597730589215e-09,6.62597730589215e-09,"[-4.737676234396054e-10, 6.62597730589215e-09, 2.7171516176361515e-09]","[-4.737676234396054e-10, 6.62597730589215e-09, 2.7171516176361515e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s104,smm,single,3,"[0.9849907677817871, 1.382035204347514, 1.678721984221606]","[1.0521632418353295, 0.8103307546967851, 0.2501007296362678]",0.01165011868725547,8.72322247508911e-07,8.72322247508911e-07,"[5.453879578260368e-07, -8.72322247508911e-07, -5.823490106316494e-07]","[5.453879578260368e-07, -8.72322247508911e-07, -5.823490106316494e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2724877535296173e-15,True
n600_s104,smm,single,4,"[0.3649463863447627, 1.253815301643882, -1.1242371167848269]","[1.0521632287919462, 0.8103307543043659, 0.2501007258947555]",0.011650118687253214,1.3043579888058487e-10,1.3043579888058487e-10,"[1.3239767355371912e-11, -1.3043579888058487e-10, -7.168211337005292e-11]","[1.3239767355371912e-11, -1.3043579888058487e-10, -7.168211337005292e-11]",,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.5612511283791264e-17,True
n600_s104,smm,single,5,"[2.064718397437864, 1.4269280059849345, -1.420750941775155]","[1.0521631042032278, 0.8103306615690259, 0.25010075396545645]",0.011650118687319683,1.910763874305322e-06,1.910763874305322e-06,"[1.0934831881116713e-07, -1.910763874305322e-06, -1.0920889977170285e-06]","[1.0934831881116713e-07, -1.910763874305322e-06, -1.0920889977170285e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.648501194028711e-14,True
n600_s104,smm,single,6,"[0.15842908900418548, 1.1069948580898343, -0.8730487815029155]","[1.052163227164069, 0.810330758652568, 0.2501007203802988]",0.011650118687253495,3.413482524633818e-07,3.413482524633818e-07,"[-1.8534439873174081e-07, 3.413482524633818e-07, 2.175840797412256e-07]","[-1.8534439873174081e-07, 3.413482524633818e-07, 2.175840797412256e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.96637714392034e-16,True
n600_s104,smm,single,7,"[2.4056302329959762, 1.7204968149912152, 1.279063658439759]","[1.0521632262328526, 0.8103307495010867, 0.2501007322753547]",0.011650118687253389,1.648133256173384e-07,1.648133256173384e-07,"[-1.1068984083809595e-07, 1.648133256173384e-07, 1.2224599805739714e-07]","[-1.1068984083809595e-07, 1.648133256173384e-07, 1.2224599805739714e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.9081958235744878e-16,True
n600_s211,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.1202053112632053, 0.34542084778811094, -0.22356637904876495, 1.3710583738863287, 0.03780147087788412]",332.3422558107475,0.1791205327266996,0.1791205327266996,"[0.05871054268524692, -0.15522798964410267, -0.06393481564380032, -0.08037801029717428, 0.1791205327266996]","[0.05871054268524692, -0.15522798964410267, -0.06393481564380032, -0.08037801029717428, 0.1791205327266996]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.508638712064112,False
n600_s211,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.1401507038926582, 0.46132466940043876, -1.988903764127109, 3.049858895906189, 0.04150389259161475]",332.2939850829721,1.5182245616721568,1.5182245616721568,"[-1.5182245616721568, 0.8435862322455482, -0.27386644944782323, -0.3630695668836774, 0.8646321772795438]","[-1.5182245616721568, 0.8435862322455482, -0.27386644944782323, -0.3630695668836774, 0.8646321772795438]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.46036798428872316,False
n600_s211,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.5257704778439876, 0.5184997882898189, -2.4313951157014237, 4.0, 0.10817898419918344]",331.83361709868336,0.3041741953824665,2.3730982154357427e-07,"[2.3730982154357427e-07, -1.6850963624470694e-07, -1.733222463329298e-07, -0.3041741953824665, -2.1195191246548006e-07]","[2.3730982154357427e-07, -1.6850963624470694e-07, -1.733222463329298e-07, 0.0, -2.1195191246548006e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,mle,mixture,3,"[1.9742357700292228, 1.354811144738518, -1.7862237832822843, 3.909710664340894, 0.551639214500582]","[1.525770476186148, 0.5184997761499202, -2.4313950884301025, 4.0, 0.10817898515693493]",331.8336170986834,0.30417378672186496,1.3752400684907684e-06,"[-1.734399359826222e-07, 2.9278496493923e-07, 2.3534014870207898e-07, -0.30417378672186496, -1.3752400684907684e-06]","[-1.734399359826222e-07, 2.9278496493923e-07, 2.3534014870207898e-07, 0.0, -1.3752400684907684e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.684341886080802e-14,True
n600_s211,mle,mixture,4,"[0.06859215793884822, 0.24455048663196188, -0.32877317304254516, 1.8592824960813807, 0.7028793938177598]","[1.099899423810061, 0.34285050572520365, 1.077860186009458, 0.02, 0.97]",332.3421550621308,0.0002755082876695243,1.9000141145308902e-05,"[1.9000141145308902e-05, -4.165105321529694e-06, -3.004739118628308e-06, 0.0002755082876695243, -8.88080304955359e-05]","[1.9000141145308902e-05, -4.165105321529694e-06, -3.004739118628308e-06, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.5085379634474521,True
n600_s211,mle,mixture,5,"[1.2235043945330777, 0.7145610918256846, 0.7561674652681987, 1.98221729894328, 0.9336253564555992]","[1.0999002206334105, 0.34285070766859216, 1.077859788953725, 0.02, 0.9699755854973622]",332.3421550643259,0.00027527091255318513,8.850150000967033e-05,"[5.4068984759569894e-05, -2.3060361660220963e-05, -1.805447557090556e-05, 0.00027527091255318513, -8.850150000967033e-05]","[5.4068984759569894e-05, -2.3060361660220963e-05, -1.805447557090556e-05, 0.0, -8.850150000967033e-05]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.5085379656425175,False
n600_s211,mle,mixture,6,"[1.8897048880513203, 0.8700037508587088, 1.4243943000356287, 0.11001338590001732, 0.9263492699103829]","[1.0998990781565459, 0.34285042399082694, 1.077860082679, 0.02, 0.97]",332.34215506212684,0.0002755199656292416,7.87586978440169e-06,"[7.87586978440169e-06, -5.18562870088779e-06, -2.7006071068313986e-06, 0.0002755199656292416, -8.88149420809909e-05]","[7.87586978440169e-06, -5.18562870088779e-06, -2.7006071068313986e-06, 0.0, 0.0]",3:lower|4:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.508537963443473,True
n600_s211,mle,mixture,7,"[1.0269195882491466, 1.6372394250968625, 0.7083529322642708, 1.5794497020753118, 0.75424357131487]","[1.525771625829122, 0.5185008781240618, -2.431394788239945, 4.0, 0.10817924711209294]",331.8336170986911,0.3041843877833228,6.544229860150352e-05,"[7.751005205919315e-06, -6.691683247184166e-06, -1.008985263278861e-05, -0.3041843877833228, 6.544229860150352e-05]","[7.751005205919315e-06, -6.691683247184166e-06, -1.008985263278861e-05, 0.0, 6.544229860150352e-05]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.73070496506989e-12,False
n600_s211,mle,single,0,"[1.0, 0.8, 0.2]","[1.0998965516376096, 0.34284995115518074, 1.0784569429872846]",332.3421523104057,8.923844818653492e-08,8.923844818653492e-08,"[6.629879778508041e-08, 8.923844818653492e-08, 3.551222188535874e-08]","[6.629879778508041e-08, 8.923844818653492e-08, 3.551222188535874e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,mle,single,1,"[0.6, 0.5, -0.8]","[1.099896548883842, 0.34284994884957265, 1.0784569443176155]",332.3421523104057,4.450044333026426e-09,4.450044333026426e-09,"[1.97521352052199e-09, -4.450044333026426e-09, 1.6396938251617144e-09]","[1.97521352052199e-09, -4.450044333026426e-09, 1.6396938251617144e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,mle,single,2,"[0.750423362051561, 1.2598791306350128, -1.4312513294231313]","[1.0998964367370139, 0.3428503195217499, 1.078456276480873]",332.34215231040736,4.289227973797161e-06,4.289227973797161e-06,"[-7.796783237645766e-07, 5.754082825770723e-07, -4.289227973797161e-06]","[-7.796783237645766e-07, 5.754082825770723e-07, -4.289227973797161e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6484591469634324e-12,True
n600_s211,mle,single,3,"[0.2593547233966515, 0.27898174347980315, -0.5096355448996099]","[1.0998965472148639, 0.34284994824966764, 1.0784569445214123]",332.3421523104057,8.088718927989902e-08,8.088718927989902e-08,"[-8.088718927989902e-08, 5.289665372387731e-08, 4.7260631963474964e-08]","[-8.088718927989902e-08, 5.289665372387731e-08, 4.7260631963474964e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,mle,single,4,"[1.0783797207902053, 2.152543529076303, 2.4241702810660044]","[1.09989664860423, 0.34284984025916837, 1.0784571126925502]",332.3421523104062,1.2147786059291121e-05,1.2147786059291121e-05,"[7.625083961626533e-06, -1.2147786059291121e-05, -6.7256269619120346e-06]","[7.625083961626533e-06, -1.2147786059291121e-05, -6.7256269619120346e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.115907697472721e-13,True
n600_s211,mle,single,5,"[1.3152497130819218, 0.12599088561913196, -0.6537007032284103]","[1.0998965461342027, 0.34284994970413796, 1.0784569411313127]",332.3421523104057,7.866788703791983e-08,7.866788703791983e-08,"[-7.866788703791983e-08, -2.6297499733374252e-09, -8.240263971170947e-09]","[-7.866788703791983e-08, -2.6297499733374252e-09, -8.240263971170947e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,mle,single,6,"[1.248939270760562, 1.4896757779657772, -2.4789123138828595]","[1.0998965840940083, 0.34284993628256166, 1.0784569930181858]",332.34215231040577,8.563413593787317e-07,8.563413593787317e-07,"[6.313049932815673e-07, 8.563413593787317e-07, 7.387524805779755e-07]","[6.313049932815673e-07, 8.563413593787317e-07, 7.387524805779755e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.684341886080802e-14,True
n600_s211,mle,single,7,"[2.1172303422434315, 0.5895378603429213, -1.726230668631588]","[1.0998965556704836, 0.3428499546278298, 1.0784569427458017]",332.3421523104057,5.37973788405921e-07,5.37973788405921e-07,"[2.3811942473361825e-08, 5.37973788405921e-07, 2.9186374367329293e-07]","[2.3811942473361825e-08, 5.37973788405921e-07, 2.9186374367329293e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s211,smm,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.6548653223700582, 0.4647640420192978, -2.051940773273587, 4.0, 0.1498563374916539]",0.051689216426535935,0.008924219362417118,3.2155718537093397e-07,"[2.151901129781187e-07, -3.2155718537093397e-07, -1.2895154103049512e-07, -0.008924219362417118, 3.123832387425321e-07]","[2.151901129781187e-07, -3.2155718537093397e-07, -1.2895154103049512e-07, 0.0, 3.123832387425321e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.250344851745695e-15,True
n600_s211,smm,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.6548652265096724, 0.4647641080674768, -2.0519409891995015, 4.0, 0.14985632973073085]",0.051689216426527754,0.00892404734604709,2.1662308340338055e-07,"[-3.4894120112902854e-08, 6.35940765217162e-08, 4.318281860023719e-08, -0.00892404734604709, -2.1662308340338055e-07]","[-3.4894120112902854e-08, 6.35940765217162e-08, 4.318281860023719e-08, 0.0, -2.1662308340338055e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.938893903907228e-17,True
n600_s211,smm,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.6548652282619776, 0.464764111718828, -2.0519409937714834, 4.0, 0.14985632978626576]",0.051689216426527684,0.008924086437878587,4.9271063205964805e-08,"[5.054684616831104e-09, 9.146040077633727e-09, 2.0750491982243074e-09, -0.008924086437878587, -4.9271063205964805e-08]","[5.054684616831104e-09, 9.146040077633727e-09, 2.0750491982243074e-09, 0.0, -4.9271063205964805e-08]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
