rep,estimator,model,start,initial,final,objective,raw_grad_inf,projected_grad_inf,raw_gradient,projected_gradient,active_bounds,software_success,status,message,distance_from_best,numerical_accept
n600_s307,smm,single,4,"[0.9197259018712597, 0.7821655243109616, 1.7193664811870333]","[1.4988638085996056, 1.0765442393720226, 0.1406901883487965]",0.13056163164340012,5.984106309434023e-09,5.984106309434023e-09,"[-2.1982611043969147e-10, 5.984106309434023e-09, 2.4642086548370967e-09]","[-2.1982611043969147e-10, 5.984106309434023e-09, 2.4642086548370967e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.551115123125783e-17,True
n600_s307,smm,single,5,"[2.1174592298791297, 1.4894108748963515, 1.4067195858547925]","[1.4988638032031723, 1.0765442377513046, 0.14069018736467953]",0.13056163164340023,1.486965516862837e-07,1.486965516862837e-07,"[-1.0531668050671461e-07, 1.486965516862837e-07, 1.0352300097889178e-07]","[-1.0531668050671461e-07, 1.486965516862837e-07, 1.0352300097889178e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.6653345369377348e-16,True
n600_s307,smm,single,6,"[1.1155911850408955, 1.684017011420502, 0.8250715967820734]","[1.498863808054018, 1.076544238351064, 0.14069018929279514]",0.13056163164340007,5.166680104584653e-09,5.166680104584653e-09,"[2.884882306999903e-09, -5.166680104584653e-09, -3.3455337458687673e-09]","[2.884882306999903e-09, -5.166680104584653e-09, -3.3455337458687673e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s307,smm,single,7,"[0.5749768505069875, 0.9230441807599754, 1.2902745894389622]","[1.4988638080020715, 1.0765442381523465, 0.14069018954166593]",0.13056163164340015,4.6482722618895744e-09,4.6482722618895744e-09,"[2.1678807186897853e-09, -4.6482722618895744e-09, -2.554442985261418e-09]","[2.1678807186897853e-09, -4.6482722618895744e-09, -2.554442985261418e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.326672684688674e-17,True
n600_s419,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.3056900764172434, 0.9948908063647641, -0.23853965936910645, 4.0, 0.8069631196222712]",336.1219681291708,0.0068183118364225845,6.095447753207139e-06,"[1.7446620452776784e-06, -4.376565169827984e-06, -2.7688362365108077e-06, -0.0068183118364225845, 6.095447753207139e-06]","[1.7446620452776784e-06, -4.376565169827984e-06, -2.7688362365108077e-06, 0.0, 6.095447753207139e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.1523547776147387, 0.861451102561246, 0.19951232337314354, 0.02, 0.23366247393466946]",336.1931175013885,0.0002718734979201276,1.678323573051088e-05,"[-1.678323573051088e-05, 9.774047582400414e-07, -1.7795222562178026e-06, 0.0002718734979201276, 7.601336934892622e-06]","[-1.678323573051088e-05, 9.774047582400414e-07, -1.7795222562178026e-06, 0.0, 7.601336934892622e-06]",3:lower,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07114937221768969,True
n600_s419,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.3056898801244912, 0.9948905841551056, -0.23853943026956875, 4.0, 0.8069631005320682]",336.1219681291716,0.006818137255496237,9.683310665753453e-06,"[-5.346565501440637e-06, -9.514026759749328e-07, 1.2154941197994873e-06, -0.006818137255496237, -9.683310665753453e-06]","[-5.346565501440637e-06, -9.514026759749328e-07, 1.2154941197994873e-06, 0.0, -9.683310665753453e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.958078640513122e-13,True
n600_s419,mle,mixture,3,"[0.5871322664140176, 0.9034694520136302, -0.6318010262814946, 3.3118577135510576, 0.23528380413569566]","[1.1519665387532785, 0.8612522725167763, 0.19342583103647074, 0.037036415619545585, 0.4187189840281943]",336.19313087207604,0.016637892056354575,0.016637892056354575,"[-0.016637892056354575, 0.0007549215365028061, 0.0025780731749442953, 0.0022340188622654855, -8.998379982139149e-05]","[-0.016637892056354575, 0.0007549215365028061, 0.0025780731749442953, 0.0022340188622654855, -8.998379982139149e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07116274290524416,False
n600_s419,mle,mixture,4,"[1.7728222476194047, 0.6324601996164738, -2.089943967102724, 2.0346060600545486, 0.5090756737330572]","[1.3056896169952625, 0.9948906900972875, -0.23853912580550823, 4.0, 0.8069634162174529]",336.1219681291716,0.006818303573752502,6.638297477046251e-06,"[-2.4186853224694715e-06, -2.6293052257653216e-06, -3.2620348966450052e-06, -0.006818303573752502, 6.638297477046251e-06]","[-2.4186853224694715e-06, -2.6293052257653216e-06, -3.2620348966450052e-06, 0.0, 6.638297477046251e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.958078640513122e-13,True
n600_s419,mle,mixture,5,"[1.6987061355018607, 1.05050075331936, -1.3405988794478179, 0.4734891443270779, 0.8928255678684598]","[1.3056898513768176, 0.9948907334385431, -0.2385395515771191, 4.0, 0.8069631599233782]",336.12196812917114,0.00681819214526912,5.551490015243132e-06,"[-4.827341505864169e-06, 8.109498392805392e-07, 6.355490873577452e-07, -0.00681819214526912, -5.551490015243132e-06]","[-4.827341505864169e-06, 8.109498392805392e-07, 6.355490873577452e-07, 0.0, -5.551490015243132e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.410605131648481e-13,True
n600_s419,mle,mixture,6,"[0.3241125039920859, 1.1662480522568293, -2.2145728010209926, 3.7259357280323075, 0.856387721293937]","[1.3056899440324203, 0.9948906960770089, -0.23853961240083388, 4.0, 0.8069630741238502]",336.12196812917125,0.0068181565139439,9.081655575116088e-06,"[-4.916040996061355e-06, 7.507873569512213e-07, 1.6319960871591377e-06, -0.0068181565139439, -9.081655575116088e-06]","[-4.916040996061355e-06, 7.507873569512213e-07, 1.6319960871591377e-06, 0.0, -9.081655575116088e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.547473508864641e-13,True
n600_s419,mle,mixture,7,"[2.436847292611373, 2.1159926959780133, -1.555352023183045, 2.070431532000942, 0.7651848580821964]","[1.3056895962701762, 0.9948912070082683, -0.23854037481078846, 4.0, 0.8069632694278656]",336.12196812917625,0.006818496129945756,3.3803509730034875e-05,"[-6.040702054121994e-07, -1.7594900242556832e-05, -1.720155578466276e-05, -0.006818496129945756, 3.3803509730034875e-05]","[-6.040702054121994e-07, -1.7594900242556832e-05, -1.720155578466276e-05, 0.0, 3.3803509730034875e-05]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.4569682106375694e-12,False
n600_s419,mle,single,0,"[1.0, 0.8, 0.2]","[1.1523385512691784, 0.8614389661319568, 0.21483494391228763]",336.19311482297996,1.0776123482436617e-05,1.0776123482436617e-05,"[9.642062481773905e-09, 1.0776123482436617e-05, 3.3829454044731477e-06]","[9.642062481773905e-09, 1.0776123482436617e-05, 3.3829454044731477e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1368683772161603e-12,True
n600_s419,mle,single,1,"[0.6, 0.5, -0.8]","[1.1523384613783108, 0.8614386247714927, 0.21483535816833546]",336.1931148229788,1.3964617506800892e-07,1.3964617506800892e-07,"[3.087625710662678e-08, -1.3964617506800892e-07, -1.1051705661735411e-07]","[3.087625710662678e-08, -1.3964617506800892e-07, -1.1051705661735411e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,mle,single,2,"[1.5896158274194132, 1.0033553926084382, 0.07674096002575581]","[1.1523383615594631, 0.86143852000999, 0.21483543891844112]",336.19311482297906,3.482717930269885e-06,3.482717930269885e-06,"[-2.4002275693657538e-06, -3.482717930269885e-06, -1.3184441096658617e-06]","[-2.4002275693657538e-06, -3.482717930269885e-06, -1.3184441096658617e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n600_s419,mle,single,3,"[0.7949191885335557, 0.8351838955749598, -2.348059833022957]","[1.152338450404898, 0.8614386300454097, 0.2148353317145768]",336.1931148229788,1.987367223454939e-06,1.987367223454939e-06,"[4.727879776567079e-07, -1.987367223454939e-06, -1.4536519306052043e-06]","[4.727879776567079e-07, -1.987367223454939e-06, -1.4536519306052043e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,mle,single,4,"[1.123963493996877, 0.3131831378366802, -1.1747471009376602]","[1.1523383469741668, 0.8614390662067576, 0.21483481400750354]",336.19311482298264,3.725344253124874e-05,3.725344253124874e-05,"[-1.7686430590302393e-05, 3.725344253124874e-05, 1.9809212979060575e-05]","[-1.7686430590302393e-05, 3.725344253124874e-05, 1.9809212979060575e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.808509063674137e-12,False
n600_s419,mle,single,5,"[0.09318635596308805, 1.219060909883555, 1.1486513322384178]","[1.152338452940301, 0.861438636356489, 0.2148353152498063]",336.1931148229788,3.345485042549612e-06,3.345485042549612e-06,"[1.1663310213183564e-06, -3.345485042549612e-06, -2.4496106711957566e-06]","[1.1663310213183564e-06, -3.345485042549612e-06, -2.4496106711957566e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,mle,single,6,"[1.108277732955213, 0.36647467580744325, -1.1277240023403403]","[1.1523384719410663, 0.8614386943978547, 0.21483526405275968]",336.1931148229789,1.3165023913241924e-06,1.3165023913241924e-06,"[9.271238954333683e-08, 1.3165023913241924e-06, 6.236691585392862e-08]","[9.271238954333683e-08, 1.3165023913241924e-06, 6.236691585392862e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.684341886080802e-14,True
n600_s419,mle,single,7,"[1.671007356033177, 2.003110827775151, -2.0429115101279627]","[1.1523384596899027, 0.8614385971389718, 0.21483539232380866]",336.1931148229788,1.5177347814088193e-06,1.5177347814088193e-06,"[4.315850850034053e-07, -1.5177347814088193e-06, -7.191536184336655e-07]","[4.315850850034053e-07, -1.5177347814088193e-06, -7.191536184336655e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,smm,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.2833609093086324, 0.9994173092125785, -0.1465303540560518, 3.938856652684784, 0.8607447323318296]",0.007279927251979371,0.0029342131928608356,0.0029342131928608356,"[0.00171652640908298, 0.0029342131928608356, 0.0009172555321977963, -5.131293193594066e-05, 0.0007904370250699658]","[0.00171652640908298, 0.0029342131928608356, 0.0009172555321977963, -5.131293193594066e-05, 0.0007904370250699658]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.731968541817934e-06,False
n600_s419,smm,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.278422517830224, 0.9950581478187506, -0.13295334385229737, 4.0, 0.8663160898904869]",0.007275195283441774,3.138400976293204e-05,1.9993510762999003e-07,"[2.133070055223424e-09, 1.9993510762999003e-07, 8.603701208507314e-08, -3.138400976293204e-05, -3.444890609750895e-08]","[2.133070055223424e-09, 1.9993510762999003e-07, 8.603701208507314e-08, 0.0, -3.444890609750895e-08]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.22144957878956e-15,True
n600_s419,smm,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.2784226801644296, 0.995058276203793, -0.1329538186219865, 4.0, 0.8663158917207643]",0.007275195283437587,3.138250422126953e-05,2.0317863472403552e-07,"[-7.19909763963536e-08, 1.666578184375371e-07, 1.0583285907795476e-07, -3.138250422126953e-05, -2.0317863472403552e-07]","[-7.19909763963536e-08, 1.666578184375371e-07, 1.0583285907795476e-07, 0.0, -2.0317863472403552e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.382710778154774e-17,True
n600_s419,smm,mixture,3,"[1.8040866810878127, 1.6703541485024709, 1.1265827484468307, 0.41498829545370153, 0.8918202533331286]","[1.2784226795364961, 0.9950582739409194, -0.13295382135817205, 4.0, 0.8663158896458207]",0.007275195283437553,3.138340004267258e-05,4.309204815894363e-09,"[-3.760620005503756e-09, -3.2669433889902233e-09, -6.763757848075869e-10, -3.138340004267258e-05, -4.309204815894363e-09]","[-3.760620005503756e-09, -3.2669433889902233e-09, -6.763757848075869e-10, 0.0, -4.309204815894363e-09]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,smm,mixture,4,"[0.8418042931319735, 2.0442483246336756, 1.30259086038908, 2.133259882117149, 0.1099688403169631]","[1.2784227132290433, 0.9950583150556412, -0.1329539250302838, 4.0, 0.8663158567770354]",0.00727519528343799,3.138404751018716e-05,8.007733720907795e-08,"[2.7149426131724275e-08, 1.4357598280851508e-08, -1.9781253458167614e-08, -3.138404751018716e-05, 8.007733720907795e-08]","[2.7149426131724275e-08, 1.4357598280851508e-08, -1.9781253458167614e-08, 0.0, 8.007733720907795e-08]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.371503159461554e-16,True
n600_s419,smm,mixture,5,"[0.30531836642373394, 1.9592654854389155, 1.3888288449205124, 1.9722375616140235, 0.09322704033667456]","[1.2784226267433738, 0.9950582324473362, -0.13295368833531024, 4.0, 0.8663159427352672]",0.007275195283438012,3.138167887960252e-05,3.3627195266620197e-07,"[-1.470364804521604e-07, 2.263028978728883e-07, 1.5314590107130474e-07, -3.138167887960252e-05, -3.3627195266620197e-07]","[-1.470364804521604e-07, 2.263028978728883e-07, 1.5314590107130474e-07, 0.0, -3.3627195266620197e-07]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.588343593958655e-16,True
n600_s419,smm,mixture,6,"[0.40352556110291055, 1.1419013453468774, -0.263842706543413, 2.6482669456602044, 0.2802260332668222]","[1.2784223252580895, 0.9950575053155282, -0.13295209121513793, 4.0, 0.8663163190994866]",0.00727519528378596,3.13999157794074e-05,4.839973704207513e-06,"[2.0546984919804327e-06, -4.839973704207513e-06, -2.3421686554418383e-06, -3.13999157794074e-05, 4.0893548683374956e-06]","[2.0546984919804327e-06, -4.839973704207513e-06, -2.3421686554418383e-06, 0.0, 4.0893548683374956e-06]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.4840706708560987e-13,True
n600_s419,smm,mixture,7,"[1.5170454291438522, 0.5742213725678955, 1.061703922990167, 0.8281620019151713, 0.44105010994134186]","[1.278422672489003, 0.9950582642424058, -0.13295379560277176, 4.0, 0.8663158977087657]",0.0072751952834375815,3.138330021317148e-05,1.8677762136411202e-08,"[-5.113888772081271e-09, -7.250557023264631e-09, 3.792684135500712e-09, -3.138330021317148e-05, -1.8677762136411202e-08]","[-5.113888772081271e-09, -7.250557023264631e-09, 3.792684135500712e-09, 0.0, -1.8677762136411202e-08]",3:upper,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.862293735361732e-17,True
n600_s419,smm,single,0,"[1.0, 0.8, 0.2]","[1.1818742573820902, 0.9118388049510916, 0.16063402318646916]",0.008164035914372742,4.345084878487268e-07,4.345084878487268e-07,"[-1.3801030107141524e-07, 4.345084878487268e-07, 3.048787624378331e-07]","[-1.3801030107141524e-07, 4.345084878487268e-07, 3.048787624378331e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.3530843112619095e-15,True
n600_s419,smm,single,1,"[0.6, 0.5, -0.8]","[1.181874240388396, 0.9118388048993571, 0.1606340068995446]",0.008164035914371415,1.281059626868225e-08,1.281059626868225e-08,"[-1.281059626868225e-08, 2.594293334844122e-09, 1.056222436986512e-08]","[-1.281059626868225e-08, 2.594293334844122e-09, 1.056222436986512e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.6020852139652106e-17,True
n600_s419,smm,single,2,"[0.30887311078950025, 1.4484052395235378, 0.951597196482989]","[1.1818742389538381, 0.9118388128827946, 0.16063399545355558]",0.00816403591437156,2.351537067932924e-07,2.351537067932924e-07,"[-1.2974797733607268e-07, 2.351537067932924e-07, 1.4773907871818565e-07]","[-1.2974797733607268e-07, 2.351537067932924e-07, 1.4773907871818565e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.700029006457271e-16,True
n600_s419,smm,single,3,"[1.5229021798483942, 0.07175031914964784, -0.9954359028563771]","[1.1818742394962307, 0.9118388004090767, 0.1606340112023445]",0.008164035914371611,2.3847215556427326e-07,2.3847215556427326e-07,"[1.0035231399118869e-07, -2.3847215556427326e-07, -1.4121082994329043e-07]","[1.0035231399118869e-07, -2.3847215556427326e-07, -1.4121082994329043e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.220446049250313e-16,True
n600_s419,smm,single,4,"[1.3588151458945037, 1.5086728100039077, -2.3073449546349374]","[1.1818742417377877, 0.9118388081125881, 0.160634003086448]",0.008164035914371459,2.9898705581656027e-09,2.9898705581656027e-09,"[1.3424232428796423e-10, 2.381508206784899e-09, 2.9898705581656027e-09]","[1.3424232428796423e-10, 2.381508206784899e-09, 2.9898705581656027e-09]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.938893903907228e-17,True
n600_s419,smm,single,5,"[0.4406587830680665, 0.38409146416957285, -1.8079924750837777]","[1.1818742413433043, 0.911838808612905, 0.160634001999656]",0.00816403591437139,1.0282800652627877e-09,1.0282800652627877e-09,"[3.751251588003657e-10, -1.0282800652627877e-09, -5.893676172097351e-10]","[3.751251588003657e-10, -1.0282800652627877e-09, -5.893676172097351e-10]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s419,smm,single,6,"[1.4684003822721963, 1.8354268770230522, -0.35832851855655257]","[1.1818742413598824, 0.9118388086541936, 0.1606340019589675]",0.008164035914371408,1.655073213896463e-10,1.655073213896463e-10,"[-8.488841140436021e-11, 1.655073213896463e-10, 1.190456262213646e-10]","[-8.488841140436021e-11, 1.655073213896463e-10, 1.190456262213646e-10]",,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,1.9081958235744878e-17,True
n600_s419,smm,single,7,"[0.8882560432610522, 1.641979662277847, -1.3364045840364778]","[1.1818742365251587, 0.9118388241590119, 0.16063398350586175]",0.008164035914375013,1.1729335590033446e-06,1.1729335590033446e-06,"[-6.139581453586292e-07, 1.1729335590033446e-06, 7.517836452322624e-07]","[-6.139581453586292e-07, 1.1729335590033446e-06, 7.517836452322624e-07]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.62383734131555e-15,True
n600_s523,mle,mixture,0,"[1.15, 0.9, -0.3, 1.5, 0.58]","[1.8228211896080668, 1.1546258618405014, -0.9133876688201827, 3.4701181324901187, 0.43204956736926303]",312.8227211657512,4.955756776658937e-05,4.955756776658937e-05,"[1.1896807276201571e-05, -8.886448182643392e-06, -7.258856307590378e-06, -3.144125548824872e-06, 4.955756776658937e-05]","[1.1896807276201571e-05, -8.886448182643392e-06, -7.258856307590378e-06, -3.144125548824872e-06, 4.955756776658937e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.503331289626658e-12,False
n600_s523,mle,mixture,1,"[0.8, 0.6, -0.8, 0.5, 0.35]","[1.822820512711045, 1.1546254133955047, -0.9133890183782039, 3.4701135631873496, 0.4320488464808661]",312.8227211657438,3.238229472346532e-06,3.238229472346532e-06,"[2.915530196156979e-07, 1.8956206169207235e-06, 1.0827872258811766e-06, -2.455687191649236e-07, -3.238229472346532e-06]","[2.915530196156979e-07, 1.8956206169207235e-06, 1.0827872258811766e-06, -2.455687191649236e-07, -3.238229472346532e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1368683772161603e-13,True
n600_s523,mle,mixture,2,"[1.5, 1.2, 0.2, 2.5, 0.75]","[1.8228147705608027, 1.1546226457942725, -0.9133777569206607, 3.4701048983857357, 0.4320509814701478]",312.822721165765,7.654649809496483e-05,7.654649809496483e-05,"[1.2795911607188515e-05, -1.5857874292812824e-05, -1.3593376372855737e-05, -7.0555194155580425e-06, 7.654649809496483e-05]","[1.2795911607188515e-05, -1.5857874292812824e-05, -1.3593376372855737e-05, -7.0555194155580425e-06, 7.654649809496483e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.1316282072803006e-11,False
n600_s523,mle,mixture,3,"[0.9849743882135698, 0.7029151714832774, -1.9061100951393226, 1.8667224108176688, 0.22494981077601495]","[1.8228205485677706, 1.1546254805446308, -0.913388568176286, 3.4701145092434644, 0.4320490242157178]",312.822721165744,6.265877578792711e-06,6.265877578792711e-06,"[2.719257402583608e-07, 4.533918774640711e-06, 2.5913592833770593e-06, 9.47408257262472e-08, -6.265877578792711e-06]","[2.719257402583608e-07, 4.533918774640711e-06, 2.5913592833770593e-06, 9.47408257262472e-08, -6.265877578792711e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.8421709430404007e-13,True
n600_s523,mle,mixture,4,"[0.2540775140153383, 0.8814519507670933, 0.40372194149524754, 3.5908274066322936, 0.5853983733293874]","[1.8228247502124206, 1.1546302211928154, -0.9134055807489687, 3.470113473311224, 0.43204592063413233]",312.8227211657953,3.489045713456207e-05,3.489045713456207e-05,"[-1.2055494251816956e-05, 2.4461524720020833e-05, 4.081470212025096e-06, -6.191443397626784e-07, -3.489045713456207e-05]","[-1.2055494251816956e-05, 2.4461524720020833e-05, 4.081470212025096e-06, -6.191443397626784e-07, -3.489045713456207e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.161382432561368e-11,False
n600_s523,mle,mixture,5,"[2.1030717816175035, 1.953999104051733, -1.425382277357212, 1.3403545569608823, 0.4595795334108492]","[1.8228205588599609, 1.1546254500680833, -0.9133891030564736, 3.4701141757992024, 0.43204887594383506]",312.8227211657437,1.3153578819480316e-06,1.3153578819480316e-06,"[2.34326284487274e-08, -7.270138207005061e-07, -4.826221344789161e-07, -6.744039518502554e-08, 1.3153578819480316e-06]","[2.34326284487274e-08, -7.270138207005061e-07, -4.826221344789161e-07, -6.744039518502554e-08, 1.3153578819480316e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s523,mle,mixture,6,"[1.2336014629618572, 0.11644649849261507, 0.1558566965856225, 1.1069899572407296, 0.4011651521659287]","[1.8228186131072381, 1.15462379062705, -0.9133855651958905, 3.470111384438618, 0.43204917939492743]",312.82272116575126,5.796299261762172e-05,5.796299261762172e-05,"[-1.296501539133077e-05, 8.37679920406842e-06, 9.968087412826065e-06, 5.020896274632314e-06, -5.796299261762172e-05]","[-1.296501539133077e-05, 8.37679920406842e-06, 9.968087412826065e-06, 5.020896274632314e-06, -5.796299261762172e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.560174708487466e-12,False
n600_s523,mle,mixture,7,"[2.1014169244167866, 0.8830250328292477, 0.3372973604008207, 0.6260566402465174, 0.22078524941296454]","[1.8228200402009076, 1.1546252230871772, -0.9133882771405615, 3.4701132229471177, 0.4320490100558234]",312.82272116574387,4.1258213639983055e-07,4.1258213639983055e-07,"[-4.1258213639983055e-07, 3.282961724693223e-07, -6.431982790822133e-08, -1.7333682399839345e-07, 9.790066868298197e-08]","[-4.1258213639983055e-07, 3.282961724693223e-07, -6.431982790822133e-08, -1.7333682399839345e-07, 9.790066868298197e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.7053025658242404e-13,True
n600_s523,mle,single,0,"[1.0, 0.8, 0.2]","[1.1939361665868329, 0.7628052240493572, 0.6563535235430955]",313.1483266607514,3.635865107431968e-05,3.635865107431968e-05,"[1.86631421673078e-05, -3.635865107431968e-05, -2.192308151871547e-05]","[1.86631421673078e-05, -3.635865107431968e-05, -2.192308151871547e-05]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.069544618483633e-12,False
n600_s523,mle,single,1,"[0.6, 0.5, -0.8]","[1.19393606316307, 0.7628054718600218, 0.6563533029982933]",313.1483266607484,1.8673951274195133e-11,1.8673951274195133e-11,"[-8.821277042159181e-13, -1.8673951274195133e-11, -1.0970557795531022e-11]","[-8.821277042159181e-13, -1.8673951274195133e-11, -1.0970557795531022e-11]",,True,0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,5.684341886080802e-14,True
n600_s523,mle,single,2,"[1.7341220863063886, 1.987179351973673, 2.2817162596410707]","[1.1939359653743753, 0.7628054326014635, 0.6563532752481945]",313.1483266607486,3.1363568240294626e-06,3.1363568240294626e-06,"[-1.62633304806592e-06, -3.1363568240294626e-06, -1.8060213683446236e-06]","[-1.62633304806592e-06, -3.1363568240294626e-06, -1.8060213683446236e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-13,True
n600_s523,mle,single,3,"[0.677980840821425, 1.4392906538960382, 1.835727676945627]","[1.1939361198779481, 0.762805464492469, 0.6563533644744703]",313.14832666074847,1.5296647521978457e-06,1.5296647521978457e-06,"[8.858542531187119e-07, 1.5296647521978457e-06, 1.2063601164680193e-06]","[8.858542531187119e-07, 1.5296647521978457e-06, 1.2063601164680193e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1368683772161603e-13,True
n600_s523,mle,single,4,"[0.4611175462308063, 1.8576471467375428, -2.2038415396861533]","[1.1939364238018912, 0.7628058370285435, 0.656353071699613]",313.1483266607514,1.3415771268565635e-05,1.3415771268565635e-05,"[6.543757911647852e-06, 1.3415771268565635e-05, 5.315006243900022e-06]","[6.543757911647852e-06, 1.3415771268565635e-05, 5.315006243900022e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.069544618483633e-12,True
n600_s523,mle,single,5,"[1.6451895869786755, 1.6384889479864462, 1.4709064123731976]","[1.1939360623250863, 0.7628054715777508, 0.6563533027044898]",313.14832666074835,2.2521298603805917e-08,2.2521298603805917e-08,"[-1.5661547947409815e-08, -2.2521298603805917e-08, -1.3124177522527702e-08]","[-1.5661547947409815e-08, -2.2521298603805917e-08, -1.3124177522527702e-08]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
n600_s523,mle,single,6,"[1.4439395037284866, 0.6901780827859091, -0.48038888857970674]","[1.1939360837025825, 0.7628055089311194, 0.6563532477446796]",313.14832666074835,1.7318921359255057e-06,1.7318921359255057e-06,"[1.6611019192924736e-06, -1.7318921359255057e-06, -1.6058882725822343e-06]","[1.6611019192924736e-06, -1.7318921359255057e-06, -1.6058882725822343e-06]",,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
