delta,start,objective,theta,software_success,projected_grad_inf,active_bounds,policy_effect,message,lr,in_95_set
1.75,2,342.4315223510672,"[1.2103536524986973, 0.8458414832505178, -0.6396454689902996, 1.75, 0.40111539748001124]",True,0.36684333973738115,,0.06838631367386062,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3589407209467481,False
1.8,0,342.3611811134746,"[1.16694718933929, 0.8709648430776268, -1.193432748474138, 1.8, 0.18119415954332477]",True,4.217667077366372e-06,,0.07349089497687185,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2182582457614899,True
1.8,1,342.36118111347565,"[1.1669471739136725, 0.8709652233096262, -1.1934327819956423, 1.8, 0.18119446142819284]",True,2.682431349665393e-05,,0.07349092161130856,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.21825824576364994,False
1.8,2,342.36118111347446,"[1.166947215305877, 0.8709650449643473, -1.1934327635210715, 1.8, 0.18119427751774525]",True,4.908814750237411e-07,,0.0734909085521161,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.21825824576126251,True
1.8499999999999999,0,342.35831477750764,"[1.176215825360112, 0.8775396196768079, -1.2304226906423277, 1.8499999999999999, 0.18372866673539182]",True,3.306263397284681e-06,,0.0735651613545279,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2125255738276337,True
1.8499999999999999,1,342.35831477750764,"[1.176215892527534, 0.8775396475047259, -1.2304225448113446, 1.8499999999999999, 0.18372874128594557]",True,6.795996911890256e-07,,0.07356516119767915,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2125255738276337,True
1.8499999999999999,2,342.3583147775119,"[1.1762164129931458, 0.8775403469586001, -1.2304211911928706, 1.8499999999999999, 0.18372956822751113]",True,4.438962601671648e-05,,0.07356518902469589,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.21252557383616022,False
1.9,0,342.35529419535595,"[1.1858738121683403, 0.8843773311929618, -1.267221062431807, 1.9, 0.18625655983549974]",True,2.7740273882415067e-06,,0.07364288935373273,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20648440952425062,True
1.9,1,342.35529419535544,"[1.1858741983032448, 0.8843775942579097, -1.2672198577030331, 1.9, 0.18625715396239434]",True,5.5389874020761454e-08,,0.07364289106820028,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20648440952322744,True
1.9,2,342.35529419535544,"[1.185874198233818, 0.8843775927910897, -1.2672198525707359, 1.9, 0.18625715627998182]",True,4.4384500519356607e-07,,0.07364289092471495,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20648440952322744,True
1.95,0,342.35211853639726,"[1.1959275336441373, 0.8914809529451567, -1.3038235867994372, 1.95, 0.18877938617728282]",True,9.223378754086298e-07,,0.07372408921626197,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20013309160685822,True
1.95,1,342.35211853639817,"[1.195928022231969, 0.8914814459918157, -1.3038229539569868, 1.95, 0.18877982129089158]",True,7.635891727808541e-06,,0.07372411086255647,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2001330916086772,True
1.95,2,342.3521185363976,"[1.1959274795150099, 0.8914811445256455, -1.3038237649153919, 1.95, 0.18877942170555098]",True,1.0271486062585211e-05,,0.07372410397831798,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.20013309160754034,True
2.0,0,342.3487872955386,"[1.2063810121874685, 0.8988516640008418, -1.3402334154176474, 2.0, 0.1912948954319949]",True,2.297068482093323e-07,,0.07380875783252645,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1934706098895731,True
2.0,1,342.34878729553884,"[1.206381294921848, 0.8988517465206887, -1.3402325407972422, 2.0, 0.1912952416738886]",True,5.009829823876544e-06,,0.07380875174371031,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.19347060989002784,True
2.0,2,342.34878729553907,"[1.206381105068139, 0.8988517260652744, -1.340232572483833, 2.0, 0.1912952468922668]",True,5.015131368635295e-06,,0.07380875217543753,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1934706098904826,True
2.05,0,342.34530029694696,"[1.2172386411923728, 0.9064904474630273, -1.3764504649317617, 2.05, 0.19380210494657296]",True,1.5424333330571471e-06,,0.07389685365291243,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1864966127062644,True
2.05,1,342.3453002969468,"[1.2172384937778888, 0.9064903343660439, -1.3764510866641158, 2.05, 0.19380182725023828]",True,4.02425249568239e-07,,0.07389685414325983,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.18649661270592333,True
2.05,2,342.34530029695134,"[1.217239461964007, 0.9064911325930425, -1.376448550284251, 2.05, 0.19380299878611132]",True,3.571764948429035e-05,,0.07389687050880302,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.18649661271501827,False
2.0999999999999996,0,342.3416576994168,"[1.228503134804359, 0.9143972699946447, -1.4124801413244579, 2.0999999999999996, 0.19629774181357507]",True,7.816048787745444e-06,,0.07398835278485842,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1792114176460018,True
2.0999999999999996,1,342.34165769941643,"[1.2285034406808881, 0.9143974127335553, -1.4124791826850296, 2.0999999999999996, 0.19629812994273826]",True,1.7300244277151933e-06,,0.07398834933025639,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.17921141764520598,True
2.0999999999999996,2,342.3416576994164,"[1.2285034551284313, 0.9143974270177126, -1.4124791363241156, 2.0999999999999996, 0.19629815609282147]",True,3.5927551689241e-07,,0.07398834965377912,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1792114176450923,True
2.15,0,342.3378600038007,"[1.2401787115117757, 0.9225726524877418, -1.4483208435876576, 2.15, 0.19878145119770121]",True,1.0350567086980789e-05,,0.07408319328274068,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1716160264137443,True
2.15,1,342.3378600038461,"[1.2401778128152605, 0.9225741305012743, -1.4483242217290877, 2.15, 0.19878096773725148]",True,0.00015038312311332902,,0.0740833279145254,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.17161602650458008,False
2.15,2,342.33786000380053,"[1.2401785941084718, 0.9225725905925894, -1.4483212147756839, 2.15, 0.19878132115026353]",True,1.0341809213443298e-06,,0.07408319434689382,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.17161602641340323,True
2.1999999999999997,0,342.33390806287434,"[1.2522657405910596, 0.9310146654197544, -1.4839824512123085, 2.1999999999999997, 0.20124819580164094]",True,8.660291351603178e-06,,0.0741813234063765,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1637121445610319,True
2.1999999999999997,1,342.33390806287423,"[1.2522657248017077, 0.9310146758200526, -1.4839822479802016, 2.1999999999999997, 0.20124828760404845]",True,2.1413454014407307e-06,,0.07418132201650023,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.16371214456080452,True
2.1999999999999997,2,342.3339080628742,"[1.252265789450217, 0.9310147192232272, -1.4839821249478558, 2.1999999999999997, 0.20124834401101555]",True,6.192124564208257e-07,,0.0741813229374032,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.16371214456069083,True
2.25,0,342.32980309390234,"[1.2647662186094195, 0.9397222126728063, -1.5194676395083224, 2.25, 0.20369606950716407]",True,8.323220949790766e-06,,0.07428266940713688,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.15550220661702951,True
2.25,1,342.3298030939022,"[1.264766161212338, 0.9397221956205558, -1.5194676620927114, 2.25, 0.2036960461709396]",True,3.1146579644314443e-06,,0.07428266889914954,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.15550220661680214,True
2.25,2,342.3298030939045,"[1.264765564404211, 0.9397214118158801, -1.5194687263802196, 2.25, 0.20369538850771912]",True,3.5488713496789615e-06,,0.07428263638040354,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.15550220662134961,True
2.3,0,342.32554669407057,"[1.2776800657549985, 0.9486925091841666, -1.5547843393407055, 2.3, 0.20612103493732403]",True,7.571870483502607e-06,,0.07438713889389358,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.14698940695348028,True
2.3,1,342.32554669407045,"[1.2776800231138776, 0.9486925079124116, -1.5547843390009626, 2.3, 0.2061210294525616]",True,1.0699955961257501e-06,,0.07438713902580904,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1469894069532529,True
2.3,2,342.3255466940967,"[1.277681933398216, 0.9486933771877505, -1.554777214020628, 2.3, 0.20612337775045472]",True,8.613125664247434e-05,,0.07438710055897586,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.14698940700577623,False
2.35,0,342.32114085880914,"[1.2910069224434328, 0.9579226653431498, -1.5899396150750373, 2.35, 0.20851979887816566]",True,2.194837614766243e-06,,0.07449464187866806,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.13817773643063447,True
2.35,1,342.3211408588091,"[1.291006877281965, 0.9579225953337642, -1.5899397337336816, 2.35, 0.2085197373867903]",True,9.696274649861891e-08,,0.07449463927834661,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.13817773643052078,True
2.35,2,342.3211408588091,"[1.2910068563487713, 0.957922557710633, -1.5899397971749107, 2.35, 0.2085197025479565]",True,6.297661796494936e-07,,0.0744946378492766,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.13817773643052078,True
2.4,0,342.31658800291495,"[1.3047465497407515, 0.9674089921110507, -1.6249393857926442, 2.4, 0.21088951926761945]",True,0.00010373685688680467,,0.07460504319925346,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1290720246422552,False
2.4,1,342.31658800290273,"[1.3047454395401687, 0.9674086774127044, -1.6249419740532896, 2.4, 0.21088859972477242]",True,2.7799609485512633e-06,,0.07460505913507112,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.12907202461781253,True
2.4,2,342.3165880029028,"[1.3047453453488949, 0.9674085235041112, -1.624942182891047, 2.4, 0.21088846794294572]",True,3.4642366202319863e-06,,0.07460505282272983,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.12907202461792622,True
2.4499999999999997,0,342.31189098428075,"[1.3188879677125134, 0.9771412159051469, -1.659810487051655, 2.4499999999999997, 0.21321930794565536]",True,3.7485084752542086e-05,,0.07471812824035508,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11967798737384783,False
2.4499999999999997,1,342.31189098414933,"[1.3188929800079494, 0.9771460875286486, -1.6598009927317077, 2.4499999999999997, 0.21322372857973554]",True,4.0696535281270485e-05,,0.07471828030354571,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11967798711100386,False
2.4499999999999997,2,342.3118909841456,"[1.3188937815502169, 0.977146300097857, -1.6597995097625275, 2.4499999999999997, 0.2132240873755412]",True,3.556922805181273e-06,,0.07471827134753352,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11967798710350053,True
2.5,0,342.307053129176,"[1.3334491678586002, 0.9871306338622752, -1.694521533047707, 2.5, 0.21552281395549716]",True,1.53940241887085e-07,,0.0748341555852691,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11000227716431255,True
2.5,1,342.3070531291761,"[1.3334490257144305, 0.9871305713913988, -1.6945217801735724, 2.5, 0.21552272924243457]",True,4.596318373906172e-06,,0.07483415547763868,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11000227716453992,True
2.5,2,342.3070531291765,"[1.33344932142988, 0.9871305580991352, -1.6945211931997701, 2.5, 0.21552288456698135]",True,2.0934977317033088e-05,,0.07483414667782083,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.11000227716533573,False
2.55,0,342.3020782610149,"[1.34840840599909, 0.9973559966001079, -1.729116388921612, 2.55, 0.21778165448868725]",True,5.8880414655071434e-08,,0.07495255034739766,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.10005254084217086,True
2.55,1,342.30207826101514,"[1.3484081319907786, 0.9973558672652363, -1.7291169512318587, 2.55, 0.21778147225316183]",True,3.7654066353809412e-06,,0.07495255063535862,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1000525408426256,True
2.55,2,342.4013181838735,"[1.0479813344105444, 0.7863384352144777, 0.23420489861986443, 2.55, 0.97]",True,8.989429145511707e-07,3:upper,0.072237247444806,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.29853238655937275,True
2.6,0,342.29697072774275,"[1.3637677475719676, 1.0078167779139466, -1.7635928154995306, 2.6, 0.21999785115971357]",True,6.904418726527695e-06,,0.07507332111728662,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.08983747429783762,True
2.6,1,342.2969707277421,"[1.363767620217863, 1.0078164056666123, -1.7635931152063635, 2.6, 0.21999761736867074]",True,5.4170958385668655e-08,,0.0750733039373145,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.08983747429658706,True
2.6,2,342.40152487298235,"[1.0481374093578522, 0.7864721977266028, 0.23383319768787597, 2.6, 0.97]",True,4.958074928396172e-08,3:upper,0.07222653317837031,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.29894576477704504,True
2.65,0,342.29173543168224,"[1.3795224294817023, 1.0185053860728135, -1.7979603418790064, 2.65, 0.22216801864936903]",True,3.7673818642502965e-07,,0.07519624954758806,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07936688217682786,True
2.65,1,342.29173543168224,"[1.3795224471767193, 1.01850539350121, -1.7979603187940978, 2.65, 0.22216802442640954]",True,4.522915757476653e-07,,0.0751962496131757,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.07936688217682786,True
2.65,2,342.4017256670028,"[1.0482875875329507, 0.7866010253013436, 0.23347697834617365, 2.65, 0.97]",True,1.8153582592717044e-06,3:upper,0.07221599838369944,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2993473528179038,True
2.6999999999999997,0,342.2863778584309,"[1.3956680838231992, 1.0294161497080678, -1.8322262317749163, 2.6999999999999997, 0.22429052998950522]",True,2.526460408880382e-06,,0.07532121373898157,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.06865173567416605,True
2.6999999999999997,1,342.2863778584309,"[1.3956680877845564, 1.0294161412053062, -1.8322261443399146, 2.6999999999999997, 0.2242905460612447]",True,1.2599369969557017e-06,,0.07532121226872494,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.06865173567416605,True
2.6999999999999997,2,342.4019205468062,"[1.0484319739701826, 0.7867250729925204, 0.23313564320400956, 2.6999999999999997, 0.97]",True,3.9674455276639264e-08,3:upper,0.07220565865273262,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.29973711242473655,True
2.75,0,342.28090410503694,"[1.4121994180157191, 1.0405413499622926, -1.8663983192174534, 2.75, 0.22636308940784822]",True,3.845076808062231e-07,,0.07544800082602109,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.05770422888622306,True
2.75,1,342.28090410503694,"[1.4121994168337704, 1.0405413224747133, -1.8663983129172745, 2.75, 0.22636308259130922]",True,2.3415866605702718e-06,,0.07544799926463863,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.05770422888622306,True
2.75,2,342.402109512926,"[1.048570786858782, 0.7868444486750561, 0.23280869236085594, 2.75, 0.97]",True,4.74066112143845e-07,3:upper,0.07219552245970615,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.30011504466438055,True
2.8,0,342.2753209066667,"[1.4291111147005426, 1.0518737332390888, -1.9004832541610774, 2.8, 0.2283842160256573]",True,2.9227687329935748e-05,,0.07557642461649927,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04653783214575924,False
2.8,1,342.27532090666597,"[1.4291108115291984, 1.0518735917298487, -1.9004838687072594, 2.8, 0.22838401525045257]",True,2.596768923446291e-06,,0.07557642498261145,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.04653783214428131,True
2.8,2,342.40229258392026,"[1.0487042552614931, 0.7869593660584013, 0.2324955686456965, 2.8, 0.97]",True,9.642471820558995e-06,3:upper,0.07218560502912758,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.30048118665285983,True
2.8499999999999996,0,342.2696356610956,"[1.446396601883732, 1.0634051365312855, -1.9344893717730829, 2.8499999999999996, 0.23035189131143272]",True,3.255081937325599e-07,,0.07570628549878755,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03516734100355734,True
2.8499999999999996,1,342.2696356610959,"[1.4463967258643566, 1.0634053190974924, -1.9344893316054794, 2.8499999999999996, 0.2303519383959456]",True,1.3247481104983194e-05,,0.07570629422424567,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.035167341004125774,True
2.8499999999999996,2,342.402469794773,"[1.048832209339344, 0.7870695350470145, 0.2321960414533437, 2.8499999999999996, 0.97]",True,4.519785501422291e-07,3:upper,0.07217588466181503,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3008356083583976,True
2.9,0,342.2638564504389,"[1.4640507737812063, 1.075128221714706, -1.968420262366181, 2.9, 0.2322658256447259]",True,1.1254294819629251e-05,,0.07583738212850323,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.023608919690104813,True
2.9,1,342.26385645047446,"[1.4640509163810813, 1.0751256792095782, -1.9684184180410458, 2.9, 0.23226545574536658]",True,0.00013506352668635202,,0.07583722727450938,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.023608919761272773,False
2.9,2,342.4026411953548,"[1.0489550918005204, 0.7871755187084488, 0.23190927758649518, 2.9, 0.97]",True,1.6599922034732373e-06,3:upper,0.07216640029868077,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.30117840952198094,True
2.9499999999999997,0,342.25799205954536,"[1.482067051480722, 1.0870345176707996, -2.002280265300952, 2.9499999999999997, 0.2341252507506518]",True,9.758075034227431e-06,,0.07596947767872099,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.01188013790306286,True
2.9499999999999997,1,342.25799205954314,"[1.482066821677677, 1.0870338052716013, -2.0022805679899927, 2.9499999999999997, 0.23412495905557093]",True,2.1745886602531073e-07,,0.07596944467272097,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.011880137898629073,True
2.9499999999999997,2,342.40280684893037,"[1.0490730636149028, 0.7872772769037535, 0.23163498750504535, 2.9499999999999997, 0.97]",True,2.2341288818950034e-09,3:upper,0.07215714312382362,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.30150971667308113,True
3.0,0,342.2520519905943,"[1.500438891010574, 1.0991148293953883, -2.036074898893221, 3.0, 0.23592913643514857]",True,1.2711969604950468e-05,,0.07610232207980958,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.094947017729282e-13,True
3.0,1,342.2520519905938,"[1.5004386371882261, 1.0991146133472263, -2.0360752621988505, 3.0, 0.23592899461502184]",True,9.216482088625355e-08,,0.07610231580797787,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,True
3.0,2,342.4029668307386,"[1.0491861427146516, 0.7873749400575737, 0.2313725994868562, 3.0, 0.97]",True,2.9667724952275876e-06,3:upper,0.07214812050470133,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.3018296802895293,True
