n_agents,runs,p_mean,p_rmse,nfxp_theta_mean,nfxp_theta_rmse,nfxp_RC_mean,nfxp_RC_rmse,ccp_theta_mean,ccp_theta_rmse,ccp_RC_mean,ccp_RC_rmse,nfxp_logloss,ccp_logloss,nfxp_brier,ccp_brier,failures
400,5,0.5965518065114532,0.006056777744072114,0.6593731240933796,0.03307461455437518,3.2211161946226,0.12640687817666127,0.6995417295765586,0.058178069873056286,3.3090097764372937,0.16289023737981137,0.48039902546693664,0.48083859229887593,0.15785919555296118,0.1580754418796538,0
2000,5,0.5990799249681668,0.0029068771166265326,0.646270703014445,0.009918348014710959,3.1801463565123242,0.04502537426266189,0.6645068488954262,0.026105936345597668,3.2229007382045665,0.06847736663756852,0.4864969173200608,0.4865712902272509,0.16029902565873297,0.16033167894109765,0
