index,start_id,initial,terminal,objective,raw_gradient,projected_gradient,projected_gradient_max,optimizer_success,accepted,status,message,nit,distance_from_best
0.35,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-1.5401124616028277, 1.20516468312495, -1.0842196696421862, 0.6151976072512425, 0.5397702342036103]",1317.0870067185929,"[-5.7736731172042255e-05, -0.00011092788569186744, 1.6050447479543095e-05, 9.434708574929118e-05, -8.306804390123546e-06]","[-5.7736731172042255e-05, -0.00011092788569186744, 1.6050447479543095e-05, 9.434708574929118e-05, -8.306804390123546e-06]",0.00011092788569186744,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,5.9117155615240335e-12
0.35,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-1.5401142455908803, 1.20516565127651, -1.0842222268052604, 0.6151979012826339, 0.539770082308277]",1317.0870067185988,"[-1.9856621739755553e-05, -3.596422686337087e-05, -4.346228990925738e-06, 2.5321986356630077e-05, -6.269999751795652e-05]","[-1.9856621739755553e-05, -3.596422686337087e-05, -4.346228990925738e-06, 2.5321986356630077e-05, -6.269999751795652e-05]",6.269999751795652e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34,1.1823431123048067e-11
0.4,0,"[-1.5401136370178585, 1.2051654673834193, -1.0842212854166131, 0.615197850848122, 0.5397702483589495]","[-1.7258080500493034, 1.20371386804852, -1.3510119443863986, 0.5647662047456052, 0.5395750176185398]",1316.9950889436961,"[1.7513297967397534e-06, -3.80206358261947e-06, -3.0193853053361863e-06, 1.225050588971044e-06, 6.293093495646218e-06]","[1.7513297967397534e-06, -3.80206358261947e-06, -3.0193853053361863e-06, 1.225050588971044e-06, 6.293093495646218e-06]",6.293093495646218e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,2.2737367544323206e-13
0.4,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-1.7258078345389725, 1.2037137755831764, -1.3510114125857817, 0.5647661533373433, 0.5395749893455332]",1316.995088943696,"[-2.1938624268358353e-06, 1.665606300821926e-07, 1.1295858266535674e-06, 9.221932160130564e-07, -5.475646505104237e-06]","[-2.1938624268358353e-06, 1.665606300821926e-07, 1.1295858266535674e-06, 9.221932160130564e-07, -5.475646505104237e-06]",5.475646505104237e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,0.0
0.4,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-1.7258124675181177, 1.2037151904314223, -1.3510192168189574, 0.5647664357036877, 0.5395762612277454]",1316.995088944065,"[-0.0001017304436983224, -0.0002761165618216099, -1.300800466008667e-05, 0.00016677037982049114, 0.0004045061311481746]","[-0.0001017304436983224, -0.0002761165618216099, -1.300800466008667e-05, 0.00016677037982049114, 0.0004045061311481746]",0.0004045061311481746,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,3.6902747524436563e-10
0.4,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-1.7258085624228519, 1.2037141577081687, -1.3510131240132106, 0.5647664890826841, 0.5395753563899363]",1316.995088943724,"[-7.97971060162439e-06, -5.8606481721469884e-05, -9.111526704685957e-06, 4.556483545670176e-05, 0.00012115264115752922]","[-7.97971060162439e-06, -5.8606481721469884e-05, -9.111526704685957e-06, 4.556483545670176e-05, 0.00012115264115752922]",0.00012115264115752922,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,2.8194335754960775e-11
0.4,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-1.7258077160530325, 1.2037137238822042, -1.3510113512285626, 0.564766177725322, 0.5395749953583909]",1316.995088943696,"[-5.676435848478434e-06, -1.5543331446103006e-05, 3.3584025516120164e-07, 1.4165090938433877e-05, -2.1016382714122983e-06]","[-5.676435848478434e-06, -1.5543331446103006e-05, 3.3584025516120164e-07, 1.4165090938433877e-05, -2.1016382714122983e-06]",1.5543331446103006e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,0.0
0.4,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-1.725807518523761, 1.2037136590194855, -1.3510109751134551, 0.5647661134999548, 0.5395748208632638]",1316.9950889437014,"[3.915109657803839e-06, 1.709163414860541e-05, 1.591023394809099e-06, -9.655170885025655e-06, -6.0648134894591976e-05]","[3.915109657803839e-06, 1.709163414860541e-05, 1.591023394809099e-06, -9.655170885025655e-06, -6.0648134894591976e-05]",6.0648134894591976e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,5.4569682106375694e-12
0.45,0,"[-1.7258078345389725, 1.2037137755831764, -1.3510114125857817, 0.5647661533373433, 0.5395749893455332]","[-1.9191150583776995, 1.2089940408565898, -1.7297061055727958, 0.5159487491107562, 0.5389828521080472]",1316.9385151480092,"[1.4577764240186752e-05, 2.7554370095538408e-05, -3.159462170998495e-06, -3.046483195134897e-05, 2.757655030816153e-05]","[1.4577764240186752e-05, 2.7554370095538408e-05, -3.159462170998495e-06, -3.046483195134897e-05, 2.757655030816153e-05]",3.046483195134897e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,1.8189894035458565e-12
0.45,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-1.9191146362913356, 1.208993908444804, -1.729705202959047, 0.5159487867144967, 0.5389827808261033]",1316.9385151480074,"[3.884772450390983e-07, 6.36924893094855e-07, -4.060637071034989e-08, -6.487623878115301e-07, 1.950022232577453e-07]","[3.884772450390983e-07, 6.36924893094855e-07, -4.060637071034989e-08, -6.487623878115301e-07, 1.950022232577453e-07]",6.487623878115301e-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,0.0
0.45,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-1.9191147563007958, 1.2089939664122276, -1.7297055258025615, 0.5159488109359182, 0.5389827836138127]",1316.9385151480074,"[6.659977103140591e-07, 9.435205625359111e-07, -3.3986827174814493e-07, -6.177914997351763e-07, 5.614469325010418e-07]","[6.659977103140591e-07, 9.435205625359111e-07, -3.3986827174814493e-07, -6.177914997351763e-07, 5.614469325010418e-07]",9.435205625359111e-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,0.0
0.45,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-1.9191086209775667, 1.2089934312777417, -1.7296919409586529, 0.5159504811665813, 0.5389828062075992]",1316.9385151483325,"[0.00013861291923333852, 0.00031234033866985863, 6.679018243804791e-06, -7.340445364434345e-05, 2.429698799488733e-05]","[0.00013861291923333852, 0.00031234033866985863, 6.679018243804791e-06, -7.340445364434345e-05, 2.429698799488733e-05]",0.00031234033866985863,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,3.2514435588382185e-10
0.45,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-1.9191147518358103, 1.2089939843063389, -1.7297054392909983, 0.5159488199691489, 0.5389827952274969]",1316.9385151480076,"[4.448590704697608e-06, 1.1640913376259853e-05, -2.818280329108802e-07, -7.771872621020748e-06, 4.592683315429724e-06]","[4.448590704697608e-06, 1.1640913376259853e-05, -2.818280329108802e-07, -7.771872621020748e-06, 4.592683315429724e-06]",1.1640913376259853e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,2.2737367544323206e-13
0.45,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-1.9191140439985412, 1.2089935421387024, -1.729705018922192, 0.5159487627057214, 0.5389827086137543]",1316.938515148018,"[-2.122771759616171e-05, -9.550401629519684e-05, -4.39005983654539e-06, 6.496308932213424e-05, -1.584765284512457e-05]","[-2.122771759616171e-05, -9.550401629519684e-05, -4.39005983654539e-06, 6.496308932213424e-05, -1.584765284512457e-05]",9.550401629519684e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,41,1.0686562745831907e-11
0.5,0,"[-1.9191146362913356, 1.208993908444804, -1.729705202959047, 0.5159487867144967, 0.5389827808261033]","[-2.027611536427521, 1.18004180497723, -2.0, 0.45546384719654975, 0.5367593369802534]",1316.9375092074301,"[-5.36414443619293e-06, -5.7388571204175615e-06, 0.11545140508326224, 6.6582480542365374e-06, -5.935636123943766e-06]","[-5.36414443619293e-06, -5.7388571204175615e-06, 0.0, 6.6582480542365374e-06, -5.935636123943766e-06]",6.6582480542365374e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,0.0
0.5,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.0276114995025485, 1.1800418230949836, -2.0, 0.45546391724290286, 0.5367593472040794]",1316.9375092074306,"[-1.7547059928624265e-05, -3.179010980984893e-05, 0.11545268305648237, 3.23785005882371e-05, -6.400174827003724e-06]","[-1.7547059928624265e-05, -3.179010980984893e-05, 0.0, 3.23785005882371e-05, -6.400174827003724e-06]",3.23785005882371e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8,4.547473508864641e-13
0.5,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.0276115338201595, 1.1800417672938392, -2.0, 0.45546380627075955, 0.5367593319511424]",1316.9375092074301,"[-7.33024848464936e-06, -1.2038275246980379e-05, 0.11545122026904941, 8.047799987309645e-06, -7.007108109302607e-06]","[-7.33024848464936e-06, -1.2038275246980379e-05, 0.0, 8.047799987309645e-06, -7.007108109302607e-06]",1.2038275246980379e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,0.0
0.5,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.0276114667587626, 1.180041779562418, -2.0, 0.4554638518395502, 0.5367593458912532]",1316.9375092074301,"[9.078925273797722e-07, 8.734364415887738e-07, 0.11545014658189778, -2.7734675711599266e-07, 2.2811929500932138e-07]","[9.078925273797722e-07, 8.734364415887738e-07, 0.0, -2.7734675711599266e-07, 2.2811929500932138e-07]",9.078925273797722e-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,0.0
0.5,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.0276114668453395, 1.1800417555442722, -2.0, 0.4554638311986601, 0.5367593314346477]",1316.9375092074301,"[-5.132128790386048e-06, -1.2042375401254979e-05, 0.11545059635247945, 8.595702368552338e-06, -5.827082906861847e-06]","[-5.132128790386048e-06, -1.2042375401254979e-05, 0.0, 8.595702368552338e-06, -5.827082906861847e-06]",1.2042375401254979e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,0.0
0.5,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.0276116580068053, 1.1800418304479923, -2.0, 0.4554638024677964, 0.5367593399110201]",1316.9375092074304,"[-6.724470487995404e-06, -2.6650632656866063e-07, 0.1154522955520676, 1.3065057622441145e-06, -6.737500729325774e-06]","[-6.724470487995404e-06, -2.6650632656866063e-07, 0.0, 1.3065057622441145e-06, -6.737500729325774e-06]",6.737500729325774e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,2.2737367544323206e-13
0.55,0,"[-2.027611536427521, 1.18004180497723, -2.0, 0.45546384719654975, 0.5367593369802534]","[-2.0445167836380356, 1.1153953081121897, -2.0, 0.385447602173705, 0.5332804291530965]",1317.078710068338,"[-5.40633624961373e-05, -0.00010441052535846081, 0.28036803757352313, 8.521705377262379e-05, -1.9963036092196518e-05]","[-5.40633624961373e-05, -0.00010441052535846081, 0.0, 8.521705377262379e-05, -1.9963036092196518e-05]",0.00010441052535846081,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,4.092726157978177e-12
0.55,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.044516704380935, 1.1153953629776072, -2.0, 0.38544762302436114, 0.5332804511398656]",1317.078710068334,"[1.7655944057892725e-06, 6.703007134725809e-06, 0.28036298191747755, -3.845842471150718e-06, 3.084382969475996e-06]","[1.7655944057892725e-06, 6.703007134725809e-06, 0.0, -3.845842471150718e-06, 3.084382969475996e-06]",6.703007134725809e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.0
0.55,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.044516378485213, 1.1153961609665548, -2.0, 0.38544856953394707, 0.5332801237174128]",1317.0787100684172,"[8.916964583782772e-05, 0.00023338778192913637, 0.28036372366140716, -9.157759242484076e-05, -0.00011146681964468996]","[8.916964583782772e-05, 0.00023338778192913637, 0.0, -9.157759242484076e-05, -0.00011146681964468996]",0.00023338778192913637,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,8.321876521222293e-11
0.55,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.0445170580275316, 1.1153952245687422, -2.0, 0.3854470966186836, 0.5332802408960317]",1317.078710068356,"[5.479706944822027e-05, 0.0001273753122561088, 0.28035806904183835, -0.00013416242821406854, -5.1123412468268015e-05]","[5.479706944822027e-05, 0.0001273753122561088, 0.0, -0.00013416242821406854, -5.1123412468268015e-05]",0.00013416242821406854,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2.205524651799351e-11
0.55,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.0445162337208145, 1.115395227662958, -2.0, 0.3854477152777447, 0.5332803949448973]",1317.0787100683365,"[1.9830624799155316e-05, 2.010349771711748e-05, 0.28035897691116585, -1.5210787985608931e-05, -6.028584904615997e-06]","[1.9830624799155316e-05, 2.010349771711748e-05, 0.0, -1.5210787985608931e-05, -6.028584904615997e-06]",2.010349771711748e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,2.5011104298755527e-12
0.55,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.044516638571362, 1.1153952588906473, -2.0, 0.38544761070547967, 0.5332804293922042]",1317.0787100683365,"[-4.04900194928004e-05, -8.554154051529778e-05, 0.28036587951037584, 6.752095544015901e-05, -1.3899156542152014e-05]","[-4.04900194928004e-05, -8.554154051529778e-05, 0.0, 6.752095544015901e-05, -1.3899156542152014e-05]",8.554154051529778e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,32,2.5011104298755527e-12
0.6,0,"[-2.044516704380935, 1.1153953629776072, -2.0, 0.38544762302436114, 0.5332804511398656]","[-2.0625413962300416, 1.0551278404667432, -2.0, 0.3191378548931495, 0.5299935389729161]",1317.3270854481564,"[9.845225416782455e-05, 0.00023419656319964818, 0.37365841818801115, -0.00011759493260754539, 4.419360861351862e-05]","[9.845225416782455e-05, 0.00023419656319964818, 0.0, -0.00011759493260754539, 4.419360861351862e-05]",0.00023419656319964818,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,4.524736141320318e-11
0.6,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.062541387460825, 1.055127098562381, -2.0, 0.3191371086641341, 0.5299934378429679]",1317.3270854481111,"[4.744091811836881e-06, 1.083720190170877e-05, 0.3736592236941465, -9.899089867815292e-06, 2.7771422796973866e-06]","[4.744091811836881e-06, 1.083720190170877e-05, 0.0, -9.899089867815292e-06, 2.7771422796973866e-06]",1.083720190170877e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,0.0
0.6,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.062542203923209, 1.0551268785636847, -2.0, 0.3191364703333559, 0.5299936417201563]",1317.3270854481411,"[-5.219487204044526e-05, -0.00010365850145126116, 0.37366186473644025, 2.9863814795305643e-05, 6.521931238223644e-05]","[-5.219487204044526e-05, -0.00010365850145126116, 0.0, 2.9863814795305643e-05, 6.521931238223644e-05]",0.00010365850145126116,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,3.001332515850663e-11
0.6,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.0625448234150947, 1.0551296457201653, -2.0, 0.3191380558647573, 0.5299940192601788]",1317.327085448405,"[5.500330121854802e-05, 0.00030542803756639905, 0.37368194825992584, -9.52022103071215e-05, 0.00014679363599467976]","[5.500330121854802e-05, 0.00030542803756639905, 0.0, -9.52022103071215e-05, 0.00014679363599467976]",0.00030542803756639905,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,2.937667886726558e-10
0.6,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.0625414333151464, 1.0551270510036117, -2.0, 0.3191371194783238, 0.5299934835469071]",1317.3270854481145,"[-4.591071920945211e-05, -9.323704193848414e-05, 0.37366300834181576, 7.367208218411747e-05, 4.896693448941392e-06]","[-4.591071920945211e-05, -9.323704193848414e-05, 0.0, 7.367208218411747e-05, 4.896693448941392e-06]",9.323704193848414e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,3.410605131648481e-12
0.6,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.062541856148177, 1.0551270442730294, -2.0, 0.31913689501989084, 0.5299935474266529]",1317.327085448122,"[-6.664853713900243e-05, -0.00012772633237145188, 0.3736648628599515, 8.626533266919978e-05, 2.1717509015140024e-05]","[-6.664853713900243e-05, -0.00012772633237145188, 0.0, 8.626533266919978e-05, 2.1717509015140024e-05]",0.00012772633237145188,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,1.0913936421275139e-11
0.65,0,"[-2.062541387460825, 1.055127098562381, -2.0, 0.3191371086641341, 0.5299934378429679]","[-2.0826619776179127, 0.9995648538463264, -2.0, 0.25647596084104246, 0.5269350687996738]",1317.6431810492486,"[-0.00046003222480450745, -0.0006792497179114729, 0.4125923668283682, 0.0006878904296030441, -0.00019115461710517145]","[-0.00046003222480450745, -0.0006792497179114729, 0.0, 0.0006878904296030441, -0.00019115461710517145]",0.0006878904296030441,True,False,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,6.245954864425585e-10
0.65,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.0826548197563732, 0.9995617951377266, -2.0, 0.256475904335302, 0.5269350033130787]",1317.643181048624,"[-1.8707028415221316e-06, -2.070588026185333e-06, 0.4125299179901254, 5.122394988177348e-06, 2.963876191808268e-06]","[-1.8707028415221316e-06, -2.070588026185333e-06, 0.0, 5.122394988177348e-06, 2.963876191808268e-06]",5.122394988177348e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,0.0
0.65,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.0826548605864597, 0.9995617845522028, -2.0, 0.25647589681488225, 0.5269350328000969]",1317.6431810486247,"[-1.6575734550272614e-05, -3.2136639066457094e-05, 0.41253085238854537, 2.8237332085012667e-05, 9.334478827671688e-06]","[-1.6575734550272614e-05, -3.2136639066457094e-05, 0.0, 2.8237332085012667e-05, 9.334478827671688e-06]",3.2136639066457094e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,6.821210263296962e-13
0.65,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.082654799339066, 0.999561780790602, -2.0, 0.2564759021743723, 0.5269349846157436]",1317.643181048624,"[-5.460447735750051e-06, -9.599750795880122e-06, 0.41253010936335555, 1.1086714447827717e-05, -4.475138487336494e-06]","[-5.460447735750051e-06, -9.599750795880122e-06, 0.0, 1.1086714447827717e-05, -4.475138487336494e-06]",1.1086714447827717e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,0.0
0.65,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.082654663902258, 0.9995617498606635, -2.0, 0.2564759590016995, 0.5269350154043533]",1317.6431810486245,"[-8.039592818143149e-06, -1.8750537680216036e-05, 0.41252996659182783, 2.0630542067578972e-05, 6.297113406050769e-06]","[-8.039592818143149e-06, -1.8750537680216036e-05, 0.0, 2.0630542067578972e-05, 6.297113406050769e-06]",2.0630542067578972e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,4.547473508864641e-13
0.65,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.082654431086552, 0.9995616253116834, -2.0, 0.25647590409932536, 0.5269349877498757]",1317.6431810486251,"[1.7340301014634463e-05, 2.3612177395428293e-05, 0.4125269567005394, -2.2446699592393315e-05, 7.539297400382949e-06]","[1.7340301014634463e-05, 2.3612177395428293e-05, 0.0, -2.2446699592393315e-05, 7.539297400382949e-06]",2.3612177395428293e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,50,1.1368683772161603e-12
0.7,0,"[-2.0826548197563732, 0.9995617951377266, -2.0, 0.256475904335302, 0.5269350033130787]","[-2.105880156240153, 0.9490882665253565, -2.0, 0.19742888019687327, 0.524109816839499]",1318.0001159733488,"[2.771114494315441e-06, 7.74051955765554e-06, 0.41054351835083347, -7.407729928132767e-06, 2.281352416977356e-06]","[2.771114494315441e-06, 7.74051955765554e-06, 0.0, -7.407729928132767e-06, 2.281352416977356e-06]",7.74051955765554e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,0.0
0.7,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.105880027171956, 0.9490882227764237, -2.0, 0.19742891023608275, 0.5241098113017897]",1318.0001159733488,"[-8.49286676540828e-08, -2.719716875909126e-07, 0.41054347013711445, 1.7202030733187712e-07, 7.325718853756769e-08]","[-8.49286676540828e-08, -2.719716875909126e-07, 0.0, 1.7202030733187712e-07, 7.325718853756769e-08]",2.719716875909126e-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,0.0
0.7,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.105880407504413, 0.9490884349719121, -2.0, 0.1974289657748997, 0.5241098616750334]",1318.0001159733504,"[-1.3275423942360476e-05, -1.6917246640878034e-05, 0.4105457077214836, 2.421232044014232e-05, 9.484751226418453e-06]","[-1.3275423942360476e-05, -1.6917246640878034e-05, 0.0, 2.421232044014232e-05, 9.484751226418453e-06]",2.421232044014232e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,1.5916157281026244e-12
0.7,3,"[-0.6, 0.4054651081081644, 0.0, -0.35667494393873245, 0.8]","[-2.10587744424685, 0.9490875338347151, -2.0, 0.19742974907491376, 0.5241096308452078]",1318.000115973407,"[-7.12882220694766e-05, -0.00017926615481229276, 0.4105452219897374, 0.00019391838915794324, -7.922366156698502e-05]","[-7.12882220694766e-05, -0.00017926615481229276, 0.0, 0.00019391838915794324, -7.922366156698502e-05]",0.00019391838915794324,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,5.820766091346741e-11
0.7,4,"[-1.8, 0.7884573603642703, -0.916290731874155, 0.5877866649021191, 0.1]","[-2.1058799854795978, 0.9490879902318213, -2.0, 0.1974286967736337, 0.5241097635744933]",1318.000115973353,"[-3.19334429867979e-05, -7.243422997883676e-05, 0.4105436607170594, 3.581927288465181e-05, -2.058016880535085e-05]","[-3.19334429867979e-05, -7.243422997883676e-05, 0.0, 3.581927288465181e-05, -2.058016880535085e-05]",7.243422997883676e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,28,4.320099833421409e-12
0.7,5,"[-0.2, -0.6931471805599453, 0.5306282510621704, -0.6931471805599453, 1.0]","[-2.1058801440407766, 0.949088216082113, -2.0, 0.19742881924515154, 0.5241098318257779]",1318.0001159733492,"[8.6541111841143e-06, 1.6952932802876834e-05, 0.41054266683197116, -2.184747595634917e-05, 1.0998276482432345e-05]","[8.6541111841143e-06, 1.6952932802876834e-05, 0.0, -2.184747595634917e-05, 1.0998276482432345e-05]",2.184747595634917e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53,4.547473508864641e-13
0.75,0,"[-2.105880156240153, 0.9490882665253565, -2.0, 0.19742888019687327, 0.524109816839499]","[-2.1334244649548086, 0.9042001042318334, -2.0, 0.14196978754188555, 0.5215010849079319]",1318.3799178498816,"[-1.9065877975066314e-05, -3.963445411190599e-05, 0.3783090703759604, 2.4082996169738635e-05, -5.06236935748916e-06]","[-1.9065877975066314e-05, -3.963445411190599e-05, 0.0, 2.4082996169738635e-05, -5.06236935748916e-06]",3.963445411190599e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,9.094947017729282e-13
0.75,1,"[-2.0209576691605418, 1.2070154455693403, -2.0, 0.4844749849827514, 0.5381854602783698]","[-2.133424412394062, 0.9042001686655515, -2.0, 0.14196986849621926, 0.5215010828446729]",1318.3799178498807,"[-7.784655782216987e-07, -8.060610576690959e-07, 0.3783086452323603, 1.3937611313963316e-06, -2.0745422371071243e-06]","[-7.784655782216987e-07, -8.060610576690959e-07, 0.0, 1.3937611313963316e-06, -2.0745422371071243e-06]",2.0745422371071243e-06,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,0.0
0.75,2,"[-1.2, 0.0, -0.5108256237659907, 0.26236426446749106, 0.4]","[-2.133424632006904, 0.9042001524681418, -2.0, 0.14196970747062274, 0.5215010835893324]",1318.3799178498816,"[3.0510165318631266e-06, 6.311950580765752e-06, 0.37830797137938177, -1.8893446441126116e-05, 1.2601542238588337e-06]","[3.0510165318631266e-06, 6.311950580765752e-06, 0.0, -1.8893446441126116e-05, 1.2601542238588337e-06]",1.8893446441126116e-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38,9.094947017729282e-13
