iteration,objective,pi
138,1317.0218242289745,0.3833975608669596
139,1317.0211478700573,0.38379062910515344
140,1317.020475548321,0.3841825965207277
141,1317.019807244071,0.3845734644281572
142,1317.019142938463,0.38496323415515277
143,1317.0184826111326,0.3853519066036912
144,1317.0178262425409,0.3857394835383187
145,1317.0171738132005,0.3861259663413854
146,1317.016525303677,0.3865113563911246
147,1317.0158806945878,0.386895655078464
148,1317.0152399666022,0.3872788638076803
149,1317.014603100441,0.3876609839963275
150,1317.0139700768784,0.38804201707510505
151,1317.0133408767413,0.38842196448768873
152,1317.0127154809093,0.3888008276905258
153,1317.012093870316,0.38917860815259586
154,1317.0114760259498,0.3895553073551437
155,1317.010861928853,0.3899309267913909
156,1317.0102515601234,0.3903054679662349
157,1317.0096449009159,0.3906789323959431
158,1317.0090419324397,0.39105132160785183
159,1317.008442635963,0.39142263714007514
160,1317.0078469928098,0.39179288054122885
161,1317.007254984363,0.39216205337017573
162,1317.0066665920629,0.3925301571957923
163,1317.0060817974081,0.39289719359676106
164,1317.0055005819572,0.3932631641613855
165,1317.004922927326,0.3936280704874296
166,1317.004348815191,0.3939919141819788
167,1317.003778227287,0.3943546968613224
168,1317.0032111454084,0.3947164201508524
169,1317.0026475514092,0.3950770856849773
170,1317.0020874272032,0.39543669510705004
171,1317.0015307551362,0.3957952500693034
172,1317.0009775169476,0.39615275225769914
173,1317.0004276947288,0.3965092032342217
174,1316.999881270627,0.3968646046823466
175,1316.9993382268474,0.3972189582962744
176,1316.9987985456553,0.3975722657786506
177,1316.9982622093748,0.39792452884073
178,1316.9977292003905,0.39827574920235076
179,1316.9971995011456,0.39862592859187607
180,1316.996673094144,0.3989750687461076
181,1316.9961499619494,0.39932317141019225
182,1316.9956300871868,0.3996702383375076
183,1316.9951134525395,0.4000162712895423
184,1316.9946000407544,0.40036127203576743
185,1316.9940898346372,0.4007052423535025
186,1316.993582817056,0.4010481840277774
187,1316.99307897094,0.4013900988511936
188,1316.9925782792789,0.4017309886238012
189,1316.9920807251253,0.40207085515295654
190,1316.9915862915932,0.4024097002532085
191,1316.9910949618577,0.4027475257461707
192,1316.9906067191573,0.40308433346042066
193,1316.9901215467908,0.4034201252313734
194,1316.9896394281204,0.4037549029011963
195,1316.9891603465699,0.4040886683186895
196,1316.9886842856254,0.4044214233391941
197,1316.9882112288358,0.4047531698244858
198,1316.9877411598118,0.4050839096426717
199,1316.9872740622259,0.4054136446680925
200,1316.9868099198147,0.40574237678122016
201,1316.9863487163761,0.4060701078685578
202,1316.9858904357711,0.40639683982255315
203,1316.985435061922,0.40672257454153105
204,1316.984982578815,0.4070473139296313
205,1316.9845329704972,0.40737105989681077
206,1316.9840862210774,0.40769381435888913
207,1316.9836423147265,0.40801557923769766
208,1316.9832012356746,0.4083363564613166
209,1316.982762968212,0.40865614796449223
210,1316.9823274966866,0.4089749556892284
211,1316.9818948055029,0.4092927815855569
212,1316.9814648791205,0.409609627612421
213,1316.9810377020535,0.4099254957386108
214,1316.980613258871,0.41024038794341045
215,1316.9801915342005,0.41055430621647043
216,1316.9797725127355,0.4108672525561034
217,1316.9793561792512,0.4111792289646911
218,1316.978942518621,0.411490237440068
219,1316.9785315158124,0.4118002799651336
220,1316.978123155858,0.4121093585061038
221,1316.9777174238116,0.41241747502992654
222,1316.977314304753,0.41272463152748573
223,1316.9769137838261,0.4130308300159226
224,1316.976515846265,0.41333607252003346
225,1316.976120477399,0.41364036105383695
226,1316.9757276643536,0.4139436976152338
227,1316.9753373891522,0.41424608313234834
228,1316.9749496390364,0.4145475216145273
229,1316.9745643995648,0.41484801417710976
230,1316.9741816563435,0.4151475627711765
231,1316.9738013950303,0.4154461694202354
232,1316.973423601341,0.4157438361635601
233,1316.973048261054,0.41604056504855924
234,1316.9726753600107,0.4163363581275499
235,1316.9723048841192,0.4166312174557355
236,1316.9719368193507,0.41692514509002776
237,1316.9715711517433,0.41721814308851474
238,1316.9712078673988,0.4175102135103433
239,1316.9708469524826,0.4178013584158288
240,1316.970488393223,0.4180915798666941
241,1316.9701321759112,0.4183808799263261
242,1316.9697782869002,0.41866926066001425
243,1316.9694267126054,0.418956724135156
244,1316.9690774395026,0.4192432724213983
245,1316.9687304541299,0.4195289075907363
246,1316.968385743085,0.4198136317175601
247,1316.9680432930281,0.4200974468786578
248,1316.9677030906792,0.4203803551531868
249,1316.9673651228195,0.42066235862260964
250,1316.9670293762904,0.42094345937061006
251,1316.9666958379948,0.421223659482988
252,1316.966364494896,0.4215029610475248
253,1316.966035334018,0.4217813661538435
254,1316.9657083424454,0.4220588768932437
255,1316.9653835073243,0.42233549535851717
256,1316.9650608158609,0.4226112236437654
257,1316.9647402552323,0.42288606384416927
258,1316.9644218129492,0.4231600179409256
259,1316.9641054763988,0.4234330880939935
260,1316.9637912330052,0.4237052764102945
261,1316.9634790725217,0.4239765850053714
262,1316.963168979461,0.4242470142851431
263,1316.9628609406345,0.42451656855458075
264,1316.9625549472767,0.4247852506959802
265,1316.9622509834385,0.4250530598241107
266,1316.961949041585,0.4253200012651271
267,1316.961649106616,0.42558607380241653
268,1316.9613511663904,0.4258512810991853
269,1316.9610552085446,0.42611562543945464
270,1316.9607612197437,0.42637910925897793
271,1316.960469189458,0.42664173606257727
272,1316.9601790938636,0.4269035065600732
273,1316.9598909448114,0.4271644311428067
274,1316.959604724789,0.42742449638332675
275,1316.9593204111864,0.42768370594219024
276,1316.9590379850451,0.4279420719963301
277,1316.9587574653813,0.4281995989029145
278,1316.9584788216816,0.42845627240106016
279,1316.9582020332223,0.4287121038503266
280,1316.9579271123325,0.4289671073900568
281,1316.9576540309627,0.42922125910520803
282,1316.9573827820218,0.42947457869520966
283,1316.9571133516038,0.4297270681780803
284,1316.9568457305013,0.42997872677073146
285,1316.956579901072,0.43022955519047534
286,1316.956315859123,0.430479562269143
287,1316.9560535989694,0.43072874466566696
288,1316.955793104058,0.4309770985831067
289,1316.9555343644513,0.43122463195463
290,1316.9552773880096,0.43147134471206466
291,1316.9550221248708,0.4317172180940469
292,1316.9547685808084,0.43196229895287125
293,1316.9545167514343,0.43220657447736915
294,1316.9542666274976,0.4324500342912414
295,1316.9540181854713,0.4326926834592613
296,1316.9537714243688,0.4329345365981718
297,1316.95352633341,0.4331755857116023
298,1316.9532829068794,0.4334158323985406
299,1316.9530411245069,0.4336552725950391
300,1316.9528009785997,0.43389392040461366
301,1316.9525624226872,0.43413177616281184
302,1316.9523255242264,0.4343688737035349
303,1316.9520902359295,0.4346051545732838
304,1316.9518565414028,0.4348406289694367
305,1316.951624437757,0.43507532442882596
306,1316.9513939041121,0.4353092336079856
307,1316.9511649447086,0.4355423638227381
308,1316.9509375395812,0.43577471205943324
309,1316.9507116814607,0.4360062846250479
310,1316.950487365548,0.43623708244079495
311,1316.9502645773582,0.4364671034917607
312,1316.9500433069384,0.4366963533882499
313,1316.949823548136,0.43692483485906236
314,1316.949605293319,0.43715254684546917
315,1316.9493885268353,0.4373794894135756
316,1316.9491732417,0.43760567004902484
317,1316.948959428629,0.4378310891612604
318,1316.948747078105,0.4380557486661018
319,1316.948536180838,0.4382796507652576
320,1316.94832672761,0.43850279756091554
321,1316.9481187092415,0.43872519113555347
322,1316.9479121166119,0.43894683357765507
323,1316.9477069406435,0.4391677269640979
324,1316.9475031722977,0.43938787337532675
325,1316.9473008026123,0.4396072748981165
326,1316.9470998226473,0.4398259335988963
327,1316.9469002233916,0.4400438515552331
328,1316.9467019959043,0.4402610309323542
329,1316.9465051314,0.44047747390564573
330,1316.9463096212166,0.4406931825745781
331,1316.9461154567698,0.4409081589624008
332,1316.9459226295203,0.44112240504903183
333,1316.9457311309638,0.44133592280048506
334,1316.9455409526233,0.4415487141873351
335,1316.9453520860504,0.44176078119345386
336,1316.9451645228287,0.44197212581829337
337,1316.9449782545753,0.44218275007570457
338,1316.9447932729452,0.4423926559914067
339,1316.9446095696323,0.4426018456002661
340,1316.944427135491,0.4428103209438821
341,1316.9442459609372,0.44301808506065865
342,1316.9440660398213,0.44322514161580007
343,1316.9438873640493,0.4434314905045066
344,1316.9437099256036,0.44363713358569584
345,1316.943533716505,0.443842072824364
346,1316.9433587288117,0.4440463101982574
347,1316.9431849546231,0.4442498476904782
348,1316.9430123860766,0.44445268728814474
349,1316.9428410153507,0.44465483098157693
350,1316.9426708346653,0.4448562807635867
351,1316.9425018362804,0.44505703862885704
352,1316.9423340124981,0.4452571065733864
353,1316.9421673556626,0.4454564865940113
354,1316.9420018581593,0.4456551806879929
355,1316.9418375124155,0.445853190852636
356,1316.9416743109005,0.4460505190849801
357,1316.9415122461264,0.4462471673815191
358,1316.9413513106467,0.4464431377379468
359,1316.9411914970565,0.4466384321489407
360,1316.9410327979936,0.44683305260796236
361,1316.940875206137,0.4470270011070851
362,1316.9407187142083,0.447220279636824
363,1316.9405633149706,0.4474128901859892
364,1316.940409001228,0.4476048347415405
365,1316.9402557658268,0.44779611528845964
366,1316.9401036016552,0.4479867338096154
367,1316.9399525016418,0.4481766922856456
368,1316.9398024587567,0.4483659926948284
369,1316.9396534660118,0.4485546370129743
370,1316.9395055164593,0.44874262721330344
371,1316.939358603193,0.4489299652663324
372,1316.939212719347,0.44911665313976246
373,1316.9390678580967,0.44930269279836604
374,1316.938924012657,0.4494880862038767
375,1316.938781176285,0.44967283531487884
376,1316.9386393422758,0.4498569420867015
377,1316.9384985039674,0.45004040847131027
378,1316.938358654736,0.4502232364172068
379,1316.9382197879984,0.45040542786931986
380,1316.938081897211,0.45058698476891595
381,1316.9379449758703,0.4507679090534975
382,1316.9378090175128,0.4509482026567098
383,1316.937674015713,0.45112786750825246
384,1316.9375399640858,0.45130690553379743
385,1316.9374068562845,0.45148531865490127
386,1316.9372746860022,0.45166310878893073
387,1316.9371434469704,0.4518402778489949
388,1316.9370131329595,0.4520168277438707
389,1316.9368837377774,0.45219276037794265
390,1316.9367552552717,0.4523680776511546
391,1316.9366276793269,0.45254278145893245
392,1316.9365010038664,0.45271687369216745
393,1316.9363752228514,0.4528903562371415
394,1316.9362503302796,0.4530632309755204
395,1316.9361263201874,0.45323549978431343
396,1316.9360031866472,0.45340716453582725
397,1316.9358809237701,0.45357822709767964
398,1316.9357595257025,0.45374868933275253
399,1316.9356389866277,0.4539185530992063
400,1316.9355193007661,0.4540878202504584
401,1316.9354004623738,0.4542564926351954
402,1316.9352824657426,0.45442457209735665
403,1316.9351653052013,0.4545920604761744
404,1316.9350489751127,0.4547589596061756
405,1316.9349334698763,0.4549252713171964
406,1316.9348187839264,0.45509099743441744
407,1316.9347049117318,0.45525613977837615
408,1316.9345918477961,0.4554207001650172
409,1316.934479586658,0.4555846804057134
410,1316.93436812289,0.4557480823073157
411,1316.9342574510983,0.4559109076721948
412,1316.9341475659241,0.45607315829830464
413,1316.9340384620414,0.4562348359792111
414,1316.933930134157,0.4563959425041463
415,1316.9338225770123,0.4565564796580812
416,1316.933715785381,0.45671644922174665
417,1316.9336097540686,0.4568758529717338
418,1316.933504477915,0.45703469268056135
419,1316.9333999517908,0.4571929701166826
420,1316.933296170599,0.45735068704458287
421,1316.9331931292754,0.4575078452248442
422,1316.9330908227869,0.45766444641420156
423,1316.932989246131,0.4578204923655978
424,1316.9328883943372,0.4579759848282643
425,1316.9327882624666,0.4581309255477567
426,1316.9326888456098,0.4582853162660039
427,1316.9325901388893,0.45843915872140756
428,1316.9324921374573,0.45859245464885373
429,1316.9323948364965,0.4587452057798027
430,1316.9322982312199,0.45889741384230065
431,1316.9322023168693,0.45904908056104515
432,1316.9321070887174,0.45920020765742414
433,1316.9320125420663,0.4593507968495804
434,1316.9319186722464,0.45950084985238904
435,1316.931825474618,0.45965036837757106
436,1316.9317329445714,0.4597993541336618
437,1316.9316410775232,0.459947808826072
438,1316.931549868921,0.4600957341570955
439,1316.9314593142394,0.46024313182595095
440,1316.9313694089822,0.4603900035287643
441,1316.931280148681,0.4605363509586132
442,1316.9311915288956,0.46068217580551646
443,1316.9311035452138,0.4608274797564467
444,1316.9310161932501,0.4609722644953222
445,1316.9309294686482,0.46111653170300465
446,1316.930843367078,0.4612602830572924
447,1316.9307578842377,0.4614035202329072
448,1316.9306730158514,0.46154624490147134
449,1316.9305887576713,0.46168845873148673
450,1316.9305051054764,0.4618301633883099
451,1316.930422055072,0.4619713605341178
452,1316.9303396022906,0.4621120518278794
453,1316.9302577429908,0.46225223892530937
454,1316.9301764730576,0.4623919234788351
455,1316.930095788403,0.4625311071375552
456,1316.9300156849645,0.4626697915471665
457,1316.9299361587057,0.46280797834996135
458,1316.9298572056166,0.4629456691847284
459,1316.9297788217127,0.4630828656867354
460,1316.9297010030355,0.4632195694876644
461,1316.9296237456515,0.46335578221553886
462,1316.9295470456532,0.4634915054946907
463,1316.9294708991583,0.4636267409456853
464,1316.9293953023102,0.463761490185294
465,1316.929320251277,0.46389575482640444
466,1316.9292457422516,0.4640295364779731
467,1316.9291717714523,0.46416283674497477
468,1316.9290983351225,0.4642956572283583
469,1316.9290254295288,0.46442799952494446
470,1316.9289530509645,0.46455986522743375
471,1316.9288811957463,0.46469125592430854
472,1316.9288098602142,0.46482217319974967
473,1316.9287390407344,0.4649526186336996
474,1316.9286687336962,0.4650825938017255
475,1316.9285989355124,0.4652121002749352
476,1316.9285296426208,0.46534113962004325
477,1316.9284608514822,0.46546971339920623
478,1316.928392558581,0.4655978231700657
479,1316.9283247604258,0.46572547048565527
480,1316.928257453548,0.46585265689440497
481,1316.928190634502,0.46597938394004496
482,1316.9281242998663,0.46610565316160346
483,1316.9280584462415,0.46623146609336574
484,1316.9279930702514,0.46635682426487807
485,1316.9279281685426,0.46648172920088204
486,1316.9278637377847,0.46660618242131596
487,1316.927799774669,0.4667301854412343
488,1316.9277362759094,0.4668537397709341
489,1316.9276732382427,0.4669768469158001
490,1316.927610658427,0.4670995083763838
491,1316.9275485332425,0.4672217256483752
492,1316.9274868594916,0.467343500222629
493,1316.9274256339982,0.46746483358516266
494,1316.927364853607,0.46758572721721525
495,1316.927304515185,0.46770618259526886
496,1316.92724461562,0.4678262011910649
497,1316.927185151821,0.46794578447165364
498,1316.9271261207177,0.4680649338994253
499,1316.9270675192604,0.4681836509322421
500,1316.9270093444204,0.46830193702343553
501,1316.9269515931892,0.46841979362187697
502,1316.9268942625783,0.4685372221720628
503,1316.9268373496202,0.4686542241142039
504,1316.926780851366,0.46877080088426837
505,1316.9267247648875,0.4688869539140763
506,1316.9266690872764,0.46900268463137634
507,1316.926613815643,0.4691179944599111
508,1316.926558947117,0.46923288481948555
509,1316.9265044788485,0.4693473571260329
510,1316.9264504080056,0.46946141279168363
511,1316.9263967317756,0.46957505322482324
512,1316.9263434473646,0.46968827983013134
513,1316.9262905519972,0.4698010940086312
514,1316.9262380429166,0.46991349715772973
515,1316.9261859173844,0.47002549067124655
516,1316.9261341726813,0.4701370759394368
517,1316.9260828061051,0.4702482543490175
518,1316.9260318149713,0.4703590272831763
519,1316.9259811966158,0.47046939612158206
520,1316.9259309483891,0.4705793622403944
521,1316.925881067662,0.47068892701225673
522,1316.9258315518218,0.47079809180628973
523,1316.9257823982737,0.47090685798811177
524,1316.9257336044398,0.47101522691978165
525,1316.92568516776,0.47112319995984814
526,1316.925637085692,0.4712307784632991
527,1316.925589355709,0.4713379637815515
528,1316.925541975303,0.47144475726245716
529,1316.9254949419824,0.4715511602502669
530,1316.9254482532717,0.4716571740856389
531,1316.925401906713,0.47176280010559085
532,1316.925355899865,0.4718680396435384
533,1316.9253102303026,0.4719728940292177
534,1316.9252648956171,0.4720773645887325
535,1316.925219893417,0.47218145264450484
536,1316.9251752213258,0.4722851595152722
537,1316.9251308769844,0.47238848651605125
538,1316.9250868580493,0.47249143495821805
539,1316.9250431621927,0.47259400614937525
540,1316.924999787103,0.4726962013934198
541,1316.9249567304837,0.4727980219905338
542,1316.9249139900562,0.4728994692371636
543,1316.9248715635545,0.4730005444259853
544,1316.9248294487302,0.4731012488459622
545,1316.9247876433496,0.4732015837822889
546,1316.9247461451948,0.4733015505163923
547,1316.924704952062,0.4734011503259649
548,1316.924664061764,0.4735003844849121
549,1316.9246234721272,0.47359925426339183
550,1316.9245831809944,0.4736977609278093
551,1316.9245431862223,0.4737959057408005
552,1316.9245034856824,0.473893689961229
553,1316.9244640772613,0.47399111484418044
554,1316.92442495886,0.4740881816410254
555,1316.924386128394,0.4741848915993546
556,1316.9243475837927,0.4742812459629745
557,1316.9243093230007,0.4743772459719728
558,1316.9242713439764,0.47447289286265804
559,1316.924233644692,0.4745681878676411
560,1316.924196223134,0.4746631322157207
561,1316.9241590773033,0.4747577271320015
562,1316.9241222052137,0.47485197383785027
563,1316.9240856048937,0.47494587355087803
564,1316.9240492743852,0.47503942748499006
565,1316.924013211743,0.4751326368503737
566,1316.923977415036,0.47522550285349086
567,1316.9239433788234,0.47531802669709
568,1316.9239112882583,0.47540744103005494
569,1316.923880523247,0.4754938384170823
570,1316.923850936151,0.4755780703504174
571,1316.9238224642306,0.4756605117627602
572,1316.9237950581373,0.47574132762217397
573,1316.9237686777856,0.4758206041508062
574,1316.9237432825057,0.47589838571372084
575,1316.9237188337815,0.47597470837040873
576,1316.9236952949393,0.47604960299590093
577,1316.92367263097,0.47612309810285564
578,1316.9236508084095,0.4761952209719847
579,1316.9236297952352,0.47626599807190967
580,1316.923609560772,0.4763354552061125
581,1316.9235900756041,0.47640361757952293
582,1316.9235713115029,0.476470509852165
583,1316.9235532413613,0.47653615617511214
584,1316.923535839135,0.47660058021138385
585,1316.9235190797901,0.47666380515708023
586,1316.9235029392594,0.47672585375897913
587,1316.9234873944013,0.4767867483259364
588,1316.9234724229605,0.4768465107372578
589,1316.9234580035327,0.4769051624503448
590,1316.9234441155277,0.4769627245082504
591,1316.9234307391398,0.477019217547167
592,1316.923417855313,0.47707466180379854
593,1316.9234054457147,0.47712907712261476
594,1316.9233934927054,0.4771824829630149
595,1316.9233819793137,0.47723489840643407
596,1316.923370889207,0.4772863421634105
597,1316.9233602066702,0.4773368325806224
598,1316.9233499165794,0.4773863876478873
599,1316.9233400043804,0.4774350250051139
600,1316.9233304560667,0.4774827619491912
601,1316.9233212581576,0.4775296154408007
602,1316.9233123976792,0.4775756021111389
603,1316.9233038621437,0.4776207382685391
604,1316.9232956395317,0.4776650399049844
605,1316.9232877182744,0.4777085227025054
606,1316.9232800872353,0.47775120203945914
607,1316.9232727356953,0.4777930929966856
608,1316.9232656533352,0.4778342103635413
609,1316.9232588302218,0.47787456864380917
610,1316.9232522567922,0.47791418206148584
611,1316.9232459238413,0.47795306456644693
612,1316.9232398225054,0.47799122983999165
613,1316.9232339442526,0.4780286913002692
614,1316.9232282808675,0.4780654621075888
615,1316.9232228244418,0.4781015551696147
616,1316.9232175673596,0.47813698314645037
617,1316.9232125022893,0.47817175845561183
618,1316.9232076221713,0.4782058932768948
619,1316.9232029202078,0.4782393995571363
620,1316.9231983898537,0.478272289014874
621,1316.923194024806,0.4783045731449057
622,1316.9231898189962,0.47833626322275025
623,1316.9231857665798,0.4783673703090139
624,1316.9231818619292,0.4783979052536625
625,1316.9231780996245,0.47842787870020304
626,1316.923174474447,0.478457301089776
627,1316.9231709813705,0.478486182665161
628,1316.9231676155546,0.47851453347469713
629,1316.9231643723379,0.47854236337612066
630,1316.923161247231,0.478569682040322
631,1316.9231582359103,0.4785964989550232
632,1316.923155334211,0.4786228234283783
633,1316.9231525381228,0.478648664592498
634,1316.9231498437825,0.47867403140690135
635,1316.9231472474703,0.47869893266189456
636,1316.9231447456018,0.47872337698188
637,1316.9231423347255,0.47874737282859603
638,1316.9231400115175,0.4787709285042902
639,1316.9231377727747,0.4787940521548262
640,1316.9231356154128,0.4788167517727268
641,1316.923133536461,0.47883903520015464
642,1316.923131533057,0.4788609101318309
643,1316.9231296024436,0.4788823841178944
644,1316.9231277419653,0.4789034645667024
645,1316.9231259490643,0.4789241587475736
646,1316.9231242212759,0.47894447379347593
647,1316.9231225562264,0.47896441670365864
648,1316.9231209516286,0.4789839943462313
649,1316.92311940528,0.479003213460691
650,1316.9231179150574,0.47902208066039736
651,1316.9231164789173,0.47904060243499824
652,1316.9231150948892,0.4790587851528062
653,1316.923113761076,0.47907663506312703
654,1316.923112475649,0.47909415829854146
655,1316.9231112368477,0.47911136087714123
656,1316.9231100429747,0.47912824870472015
657,1316.9231088923957,0.4791448275769211
658,1316.9231077835354,0.47916110318134064
659,1316.9231067148767,0.479177081099591
660,1316.9231056849571,0.4791927668093217
661,1316.9231046923683,0.47920816568620006
662,1316.9231037357533,0.47922328300585326
663,1316.9231028138042,0.4792381239457713
664,1316.923101925262,0.4792526935871725
665,1316.9231010689118,0.479266996916832
666,1316.9231002435845,0.47928103882887413
667,1316.9230994481532,0.47929482412652974
668,1316.9230986815319,0.47930835752385836
669,1316.9230979426748,0.479321643647437
670,1316.9230972305736,0.4793346870380157
671,1316.9230965443971,0.47934749215213995
672,1316.9230958830158,0.47936006294786687
673,1316.9230952455946,0.4793724030961855
674,1316.9230946312466,0.47938451755141726
675,1316.9230940391376,0.4793964105640233
676,1316.9230934684588,0.4794080862991803
677,1316.923092918433,0.47941954877959986
678,1316.9230923883104,0.4794308019386957
679,1316.9230918773687,0.4794418496271946
680,1316.9230913849124,0.4794526956207088
681,1316.9230909102712,0.479463343622922
682,1316.9230904527985,0.4794737972679298
683,1316.9230900118723,0.47948406012195344
684,1316.9230895868923,0.47949413568481786
685,1316.923089177281,0.47950402739130055
686,1316.9230887824808,0.4795137386124106
687,1316.9230884019555,0.4795232726566231
688,1316.923088035188,0.4795326327710807
689,1316.9230876816791,0.4795418221427658
690,1316.9230873409492,0.47955084389964864
691,1316.9230870125352,0.4795597011118102
692,1316.923086695991,0.4795683967925426
693,1316.9230863908874,0.47957693389942696
694,1316.9230860968091,0.479585315335389
695,1316.9230858133578,0.4795935439497335
696,1316.9230855401488,0.47960162253915795
697,1316.923085276811,0.4796095538487459
698,1316.923085022987,0.4796173405729396
699,1316.9230847783333,0.4796249853564946
700,1316.9230845425172,0.47963249079541415
701,1316.9230843152193,0.47963985943786497
702,1316.9230840961313,0.4796470937850759
703,1316.923083884957,0.47965419629221795
704,1316.923083681409,0.4796611693692671
705,1316.9230834852124,0.4796680153818507
706,1316.9230832961002,0.47967473665207666
707,1316.9230831138175,0.4796813354593464
708,1316.9230829381167,0.4796878140411525
