beta,p,theta,RC,rate_effect,private_value_effect,resource_cost_effect
0.7,0.5918875155960249,0.7527587110811307,3.043620219041946,0.08166697564336245,1.262864672748043,0.08061577482020521
0.7,0.5967959949937421,0.7527587110811307,3.043620219041946,0.08180504338408495,1.2652089116938416,0.08051026070663725
0.7,0.6017044743914594,0.7527587110811307,3.043620219041946,0.08194264716910615,1.2675461811511357,0.08040605096570586
0.9,0.5918875155960249,0.6514313559904974,3.193591090974293,0.07106563985318143,3.324533999680895,0.09941249895372373
0.9,0.5967959949937421,0.6514313559904974,3.193591090974293,0.07121022595647214,3.3344679638788772,0.09932395038136743
0.9,0.6017044743914594,0.6514313559904974,3.193591090974293,0.07135419231521556,3.3443598709616076,0.09923598748316986
0.98,0.5918875155960249,0.6110137040075221,3.2607334099920826,0.06676967933580186,15.799350485978163,0.10495657241949075
0.98,0.5967959949937421,0.6110137040075221,3.2607334099920826,0.06691948262291975,15.854897796737124,0.10488868804380225
0.98,0.6017044743914594,0.6110137040075221,3.2607334099920826,0.06706853597950752,15.91018485915846,0.10482093129320846
