row_id,state_harm,maintenance_cost,subsidy_loading,objective_ccp_sse,linf_distance,restriction_delta,restriction_slack,acceptance_tolerance,restricted_accept,slab_membership,is_domain_boundary
114,0.1,1.2499999999999998,1.5,0.14557460780323825,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_high,True
115,0.1,1.2499999999999998,1.625,0.14509035062701897,0.7378480546595535,0.35,0.3878480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
116,0.1,1.2499999999999998,1.75,0.14963492609257847,0.8628480546595535,0.35,0.5128480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
117,0.1,1.2499999999999998,1.875,0.1587203289065162,0.9878480546595535,0.35,0.6378480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
118,0.1,1.2499999999999998,2.0,0.17177235244225836,1.1128480546595534,0.35,0.7628480546595534,1e-12,True,state_harm_low|subsidy_loading_high,True
119,0.1,1.4249999999999998,0.0,0.6367681794932936,0.8871519453404465,0.35,0.5371519453404465,1e-12,True,state_harm_low|subsidy_loading_low,True
120,0.1,1.4249999999999998,0.125,0.5875951077691759,0.7621519453404465,0.35,0.4121519453404465,1e-12,True,state_harm_low|subsidy_loading_low,True
121,0.1,1.4249999999999998,0.25,0.5383073898686104,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_low,True
122,0.1,1.4249999999999998,0.375,0.4895685208474396,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_low,True
123,0.1,1.4249999999999998,0.5,0.44209659892052344,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_low,True
124,0.1,1.4249999999999998,0.625,0.39664224414404514,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low,True
125,0.1,1.4249999999999998,0.75,0.3539614437966379,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low,True
126,0.1,1.4249999999999998,0.875,0.3147845874963429,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low,True
127,0.1,1.4249999999999998,1.0,0.27978356882436617,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low,True
128,0.1,1.4249999999999998,1.125,0.24953932844037363,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low,True
129,0.1,1.4249999999999998,1.25,0.22451249209733473,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_high,True
130,0.1,1.4249999999999998,1.375,0.20501972982403774,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_high,True
131,0.1,1.4249999999999998,1.5,0.1912180871839079,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|subsidy_loading_high,True
132,0.1,1.4249999999999998,1.625,0.1830988350110142,0.7378480546595535,0.35,0.3878480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
133,0.1,1.4249999999999998,1.75,0.1804914362838394,0.8628480546595535,0.35,0.5128480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
134,0.1,1.4249999999999998,1.875,0.18307717805024531,0.9878480546595535,0.35,0.6378480546595535,1e-12,True,state_harm_low|subsidy_loading_high,True
135,0.1,1.4249999999999998,2.0,0.19041102853066993,1.1128480546595534,0.35,0.7628480546595534,1e-12,True,state_harm_low|subsidy_loading_high,True
136,0.1,1.5999999999999999,0.0,0.7417952949825092,0.8871519453404465,0.35,0.5371519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
137,0.1,1.5999999999999999,0.125,0.6937601129530567,0.7621519453404465,0.35,0.4121519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
138,0.1,1.5999999999999999,0.25,0.6448031960897399,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
139,0.1,1.5999999999999999,0.375,0.595485388139338,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
140,0.1,1.5999999999999999,0.5,0.5464434307220689,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
141,0.1,1.5999999999999999,0.625,0.4983759186276825,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
142,0.1,1.5999999999999999,0.75,0.452023459016607,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
143,0.1,1.5999999999999999,0.875,0.40814343042834894,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
144,0.1,1.5999999999999999,1.0,0.3674803497119114,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
145,0.1,1.5999999999999999,1.125,0.3307334861173282,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high,True
146,0.1,1.5999999999999999,1.25,0.29852391892751556,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
147,0.1,1.5999999999999999,1.375,0.27136361324391445,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
148,0.1,1.5999999999999999,1.5,0.24962919167789183,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
149,0.1,1.5999999999999999,1.625,0.23354284508628914,0.7378480546595535,0.35,0.3878480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
150,0.1,1.5999999999999999,1.75,0.22316224599059237,0.8628480546595535,0.35,0.5128480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
151,0.1,1.5999999999999999,1.875,0.218380463595548,0.9878480546595535,0.35,0.6378480546595535,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
152,0.1,1.5999999999999999,2.0,0.21893585051825049,1.1128480546595534,0.35,0.7628480546595534,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_high,True
153,0.1,1.775,0.0,0.8443747615800199,0.8871519453404465,0.35,0.5371519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
154,0.1,1.775,0.125,0.7984110429072395,0.7621519453404465,0.35,0.4121519453404465,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
155,0.1,1.775,0.25,0.7508828729870008,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
156,0.1,1.775,0.375,0.7022319390270855,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
157,0.1,1.775,0.5,0.6529860767717488,0.6585435394988677,0.35,0.3085435394988677,1e-12,True,state_harm_low|maintenance_cost_high|subsidy_loading_low,True
