estimator,start,initial,terminal,objective,raw_gradient,projected_gradient,projected_gradient_inf,active_bounds,solver_success,status,message,distance_from_best_objective,sigma_index,accepted
profile_sigma_0.70,2,"[0.5077571797740131, 0.40004269755602406, -0.8247079460143403, -0.7919851016184125, -0.6014832742994891]","[0.6955517951607054, 0.3444897428205021, -0.8466071915781215, -0.6001988782191001, -0.7007006571600715]",1749.4277625925583,"[0.0, 0.0, -6.821210229022023e-05, 2.2737367430073406e-05, -4.547473486014681e-05]","[0.0, 0.0, -6.821210229022023e-05, 2.2737367430073406e-05, -4.547473486014681e-05]",6.821210229022023e-05,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.2737367544323206e-12,0.7,True
profile_sigma_0.70,3,"[0.7877970738832518, 0.5953696060829451, -0.5806893075891892, -0.3981669695247187, -0.6326826974141446]","[0.6955588472424481, 0.34449945751815114, -0.8466065286964419, -0.6001995373530761, -0.7007114916846997]",1749.4277625973161,"[4.547473486014681e-05, 0.0005684341889072789, 0.00038653524631124795, 0.0007503331251924225, -0.0003410605114511011]","[4.547473486014681e-05, 0.0005684341889072789, 0.00038653524631124795, 0.0007503331251924225, -0.0003410605114511011]",0.0007503331251924225,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.760067895404063e-09,0.7,True
profile_sigma_0.70,4,"[0.7366856629920626, 0.44592154776189397, -0.7845592479498817, -0.38022571903828944, -0.6886093499445483]","[0.6955529132862667, 0.34449031688881643, -0.8466071194332782, -0.6001990683457284, -0.7007008664681977]",1749.4277625925647,"[0.0, 2.273736755629115e-05, 0.0, -9.094946972029363e-05, 0.0]","[0.0, 2.273736755629115e-05, 0.0, -9.094946972029363e-05, 0.0]",9.094946972029363e-05,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.640199666842818e-12,0.7,True
profile_sigma_0.70,5,"[0.7121011764583591, 0.4515552482777442, -0.8274868144908807, -0.4051464260013665, -0.766799731903388]","[0.6955521276654076, 0.3444895787421256, -0.8466070311980397, -0.6001989301849865, -0.7007001720011947]",1749.427762592556,"[0.0, 0.0, 4.547473486014681e-05, 0.0, 2.2737367430073406e-05]","[0.0, 0.0, 4.547473486014681e-05, 0.0, 2.2737367430073406e-05]",4.547473486014681e-05,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.7,True
profile_sigma_0.80,0,"[0.6590993567403443, 0.3096406450454383, -0.770894139448943, -0.5590131448096968, -0.6566919837007335]","[0.7103348655932533, 0.3574657276229765, -0.8752896192278081, -0.6156840561044647, -0.7155776778718025]",1757.239522778685,"[-6.821210229022023e-05, 0.0, -2.2737367430073406e-05, -0.00040927261374132135, -2.2737367430073406e-05]","[-6.821210229022023e-05, 0.0, -2.2737367430073406e-05, -0.00040927261374132135, -2.2737367430073406e-05]",0.00040927261374132135,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.1373125491663814e-11,0.8,True
profile_sigma_0.80,1,"[0.782855036680327, 0.4431507416295564, -0.6466703492637271, -0.6727808466598947, -0.8866942442171035]","[0.7103346924853582, 0.3574668416074813, -0.8752896864595509, -0.6156839309964648, -0.7155790672977063]",1757.2395227787727,"[-6.821210229022023e-05, 0.00013642420533774692, -6.821210229022023e-05, 6.821210229022023e-05, 0.0]","[-6.821210229022023e-05, 0.00013642420533774692, -6.821210229022023e-05, 6.821210229022023e-05, 0.0]",0.00013642420533774692,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0913936421275139e-10,0.8,True
profile_sigma_0.80,2,"[1.2320434495800843, 0.049072263371223446, -0.9982050704712624, -0.3854984621229509, -0.4894144543170863]","[0.7103354090095315, 0.35746568341937807, -0.8752895398463101, -0.6156840403611133, -0.7155775580621149]",1757.2395227786635,"[0.0, -2.273736755629115e-05, -4.547473486014681e-05, 2.2737367430073406e-05, 0.0]","[0.0, -2.273736755629115e-05, -4.547473486014681e-05, 2.2737367430073406e-05, 0.0]",4.547473486014681e-05,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.8,True
profile_sigma_0.80,3,"[0.598128748913703, 0.7058397029565563, -1.037902530233307, -0.38522380492638664, -0.6666664260205253]","[0.7103342757516456, 0.35746676721616305, -0.8752896268379681, -0.6156837971563877, -0.7155799001661812]",1757.2395227788415,"[-2.2737367430073406e-05, 4.54747351125823e-05, -4.547473486014681e-05, 0.00011368683715036704, -0.00011368683715036704]","[-2.2737367430073406e-05, 4.54747351125823e-05, -4.547473486014681e-05, 0.00011368683715036704, -0.00011368683715036704]",0.00011368683715036704,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.780335878720507e-10,0.8,True
profile_sigma_0.80,4,"[1.2289117285335713, 0.30518158502144155, -1.0355180972929499, -0.29056231965150564, -0.6313421041019812]","[0.7103361932491999, 0.35746533231009747, -0.8752897527757004, -0.6156842761301129, -0.7155772365426305]",1757.2395227787665,"[-2.2737367430073406e-05, -0.00015916157289403807, -0.00011368683715036704, -0.0005002220834616149, -9.094946972029363e-05]","[-2.2737367430073406e-05, -0.00015916157289403807, -0.00011368683715036704, -0.0005002220834616149, -9.094946972029363e-05]",0.0005002220834616149,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0300027497578412e-10,0.8,True
profile_sigma_0.80,5,"[0.6517861419653445, 0.5134075639975069, -0.620036120431787, -0.8612794738363123, -0.5776151001903145]","[0.7103350722994892, 0.3574650999181855, -0.875289321489684, -0.615683971368987, -0.7155769260041642]",1757.2395227786787,"[0.0, -2.273736755629115e-05, 4.547473486014681e-05, 0.0, 4.547473486014681e-05]","[0.0, -2.273736755629115e-05, 4.547473486014681e-05, 0.0, 4.547473486014681e-05]",4.547473486014681e-05,[],True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5234036254696548e-11,0.8,True
