seed,market,product,alpha_hat_GMM,price,true_markup,recovered_markup,markup_error,true_mc,recovered_mc,mc_error
48101,53,1,1.4237467945836546,2.806990969984401,1.2482933565607282,1.052119684182257,-0.19617367237847105,1.558697613423673,1.754871285802144,0.19617367237847105
48101,54,0,1.4237467945836546,2.8453535267673327,1.277217149679514,1.0764980019242898,-0.20071914775522415,1.5681363770878187,1.7688555248430429,0.20071914775522415
48101,54,1,1.4237467945836546,2.9453823168751536,1.2772171496795142,1.0764980019242898,-0.20071914775522437,1.6681651671956395,1.8688843149508638,0.20071914775522437
48101,55,0,1.4237467945836546,2.7431508849151816,1.215447974553523,1.024436068978645,-0.19101190557487802,1.5277029103616586,1.7187148159365366,0.19101190557487802
48101,55,1,1.4237467945836546,3.025885586256163,1.2154479745535225,1.024436068978645,-0.19101190557487757,1.8104376117026404,2.0014495172775177,0.19101190557487735
48101,56,0,1.4237467945836546,3.1460493564248115,1.294102841279009,1.090730047956902,-0.203372793322107,1.8519465151458026,2.05531930846791,0.20337279332210723
48101,56,1,1.4237467945836546,2.6358987465559394,1.2941028412790099,1.0907300479569022,-0.20337279332210767,1.3417959052769295,1.5451686985990372,0.20337279332210767
48101,57,0,1.4237467945836546,2.9223057438936544,1.2541634769415888,1.0570672945886985,-0.19709618235289028,1.6681422669520656,1.8652384493049559,0.19709618235289028
48101,57,1,1.4237467945836546,2.9260885359201794,1.254163476941587,1.0570672945886985,-0.1970961823528885,1.6719250589785923,1.8690212413314808,0.1970961823528885
48101,58,0,1.4237467945836546,2.8444992343266158,1.3102739255019222,1.1043597896647777,-0.20591413583714457,1.5342253088246935,1.7401394446618381,0.20591413583714457
48101,58,1,1.4237467945836546,2.625001071627783,1.3102739255019222,1.1043597896647777,-0.20591413583714457,1.3147271461258607,1.5206412819630053,0.20591413583714457
48101,59,0,1.4237467945836546,2.682737758090734,1.1793285257956871,0.9939929180796988,-0.18533560771598834,1.503409232295047,1.6887448400110352,0.18533560771598823
48101,59,1,1.4237467945836546,2.713975432971446,1.179328525795687,0.9939929180796986,-0.18533560771598834,1.534646907175759,1.7199825148917474,0.18533560771598845
48101,60,0,1.4237467945836546,2.8928842109585036,1.174845724972884,0.990214605104507,-0.1846311198683771,1.7180384859856195,1.9026696058539967,0.1846311198683772
48101,60,1,1.4237467945836546,2.8663145515310537,1.1748457249728843,0.9902146051045071,-0.1846311198683772,1.6914688265581694,1.8760999464265466,0.1846311198683772
48101,61,0,1.4237467945836546,2.8853955513459217,1.3172945413638097,1.1102770911584658,-0.2070174502053439,1.568101009982112,1.775118460187456,0.2070174502053439
48101,61,1,1.4237467945836546,3.0920078613788777,1.317294541363808,1.1102770911584658,-0.20701745020534212,1.7747133200150698,1.9817307702204119,0.20701745020534212
48101,62,0,1.4237467945836546,3.130374766016314,1.258855076085089,1.061021592497294,-0.19783348358779484,1.8715196899312252,2.06935317351902,0.19783348358779484
48101,62,1,1.4237467945836546,2.8128504792955864,1.2588550760850878,1.0610215924972943,-0.1978334835877935,1.5539954032104986,1.751828886798292,0.1978334835877935
48101,63,0,1.4237467945836546,2.9258196318410827,1.2750490344216754,1.0746706135717288,-0.20037842084994661,1.6507705974194073,1.851149018269354,0.20037842084994661
48101,63,1,1.4237467945836546,2.6600642313450362,1.2750490344216745,1.074670613571729,-0.2003784208499455,1.3850151969233617,1.5853936177733072,0.2003784208499455
48101,64,0,1.4237467945836546,2.9184543296013232,1.2589161903224162,1.0610731024182367,-0.19784308790417948,1.659538139278907,1.8573812271830865,0.19784308790417948
48101,64,1,1.4237467945836546,2.4700393409674173,1.2589161903224162,1.0610731024182367,-0.19784308790417948,1.211123150645001,1.4089662385491806,0.19784308790417948
48101,65,0,1.4237467945836546,2.7458412458373656,1.2948046129471886,1.0913215337499136,-0.20348307919727504,1.451036632890177,1.654519712087452,0.20348307919727504
48101,65,1,1.4237467945836546,3.1092851417025447,1.2948046129471955,1.0913215337499136,-0.20348307919728192,1.8144805287553492,2.0179636079526313,0.20348307919728215
48101,66,0,1.4237467945836546,2.8477939524594387,1.216624162314819,1.0254274147143645,-0.19119674760045458,1.6311697901446196,1.8223665377450742,0.19119674760045458
48101,66,1,1.4237467945836546,2.8196030521180875,1.216624162314819,1.0254274147143647,-0.19119674760045435,1.6029788898032684,1.7941756374037228,0.19119674760045435
48101,67,0,1.4237467945836546,3.1652088196931687,1.330918558122043,1.1217600459732668,-0.20915851214877623,1.8342902615711256,2.043448773719902,0.20915851214877645
48101,67,1,1.4237467945836546,2.9030797640148904,1.330918558122043,1.1217600459732666,-0.20915851214877645,1.5721612058928474,1.7813197180416238,0.20915851214877645
