seed,corr_valid_w_xi,corr_invalid_proxy_xi,first_stage_w_coefficient,first_stage_w2_coefficient,valid_ZX_condition,observed_min_real_mc,observed_max_real_mc,observed_min_share,observed_max_share,observed_min_outside_share,observed_max_outside_share
48101,-0.12396881112765261,0.13982182651643177,0.18616854928267934,-0.0008405210879258856,164.816714257265,1.1983515148292387,2.0335768254488125,0.09768265346732562,0.2525776409549251,0.6042449949474447,0.7361440379857582
48102,-0.07884387909197599,0.17471864505086457,0.19788628190782337,0.02442267202645354,147.650634419591,1.1188756162425744,2.1076100516847562,0.08635691199195776,0.2563616061483609,0.6062317207907143,0.7278640901375727
48103,0.07073686751844567,0.2956163677018208,0.22307216519426754,0.03198515722154652,130.07585251032327,1.2126401912838993,1.999348455992878,0.09047873076303906,0.269349140250139,0.6173710007096415,0.7166974631056761
48104,-0.0019826372942567216,0.23306932282640994,0.20489160457241115,0.04248135775752403,134.75109185735553,1.177785650194981,2.0136076939054663,0.09535956473293696,0.2554271997257291,0.6123087898621367,0.7311610404561929
48105,-0.028406387540272502,0.2268855702514192,0.2039926198503065,0.025441092176438973,143.32973140083405,1.1410955354670353,2.053775386857168,0.09681659947157474,0.2559250347076886,0.5933335521631504,0.7300656302470347
