seed,market,scenario,root_id,p1,p2
48101,103,baseline,0,2.8578619424937153,2.734832646875774
48101,104,baseline,0,2.7834010989877065,2.8285259880008216
48101,105,baseline,0,2.6786334794025035,2.8539251719626315
48101,106,baseline,0,2.7916651064962217,2.737171598370223
48101,107,baseline,0,2.8196155392708544,3.0745334260540895
48101,108,baseline,0,2.8488143812429834,2.752107202589108
48101,109,baseline,0,2.57738412893506,2.8223435110598407
48101,110,baseline,0,2.922574892965458,2.6760369040359158
48101,111,baseline,0,2.935933434531453,2.8512300626439404
48101,112,baseline,0,2.9923391574482365,3.0256222451377965
48101,113,baseline,0,2.6825960810042075,2.9530725523495645
48101,114,baseline,0,3.151841586876475,2.7773273482338396
48101,115,baseline,0,2.74172862072391,2.831855780507347
48101,116,baseline,0,2.6703734993006396,3.2593053711818145
48101,117,baseline,0,2.9974469570050193,2.7541790441196987
48101,118,baseline,0,2.6478818091060194,2.843073246731647
48101,119,baseline,0,2.919974172316537,2.927407998055418
48101,0,subsidy,0,2.8646360740680663,2.7001100796335353
48101,1,subsidy,0,2.835700150338497,3.0437758264339956
48101,2,subsidy,0,2.7968531904763507,2.540806981417242
48101,3,subsidy,0,2.9152237854424183,2.434513215801633
48101,4,subsidy,0,2.4051473235316343,2.784905366178012
48101,5,subsidy,0,3.1020145207052234,3.144337208563082
48101,6,subsidy,0,2.540645401573048,3.0750840651580185
48101,7,subsidy,0,2.876232397572422,2.8185444316911874
48101,8,subsidy,0,2.952454640095508,2.6876717209451244
48101,9,subsidy,0,2.583129669887119,3.0273053296311385
48101,10,subsidy,0,2.5857989455890986,2.8682284302456984
48101,11,subsidy,0,2.4859545041337188,2.8727284789192056
48101,12,subsidy,0,2.699424887909702,2.924582740379022
48101,13,subsidy,0,2.353488090121973,2.501078651462862
48101,14,subsidy,0,2.558842344173077,2.8872187486537313
48101,15,subsidy,0,2.3386470086769067,2.4915505076938613
48101,16,subsidy,0,2.8504473535566395,3.0019587897322015
48101,17,subsidy,0,2.880547717444068,2.827237908747005
48101,18,subsidy,0,2.761172792532474,2.6981256628507864
48101,19,subsidy,0,2.8544615274392258,2.907606334277313
48101,20,subsidy,0,2.917829696852762,3.0086627665268204
48101,21,subsidy,0,2.6499699456713754,2.7784593754558675
48101,22,subsidy,0,2.6875770670662242,2.6084008869699318
48101,23,subsidy,0,2.84618932444453,2.4274543370381974
48101,24,subsidy,0,2.6190635499118153,2.64740015223929
48101,25,subsidy,0,2.543098799366693,2.8106075666321555
48101,26,subsidy,0,3.064634884064549,2.639671452450092
48101,27,subsidy,0,2.924761907283774,2.2660937680056885
48101,28,subsidy,0,2.791040343679288,2.59398119412264
48101,29,subsidy,0,2.680506386889375,2.7221793858338263
48101,30,subsidy,0,2.97834695223067,2.6831912309958263
48101,31,subsidy,0,2.47003947090579,2.6439862546637354
48101,32,subsidy,0,2.605214990754797,2.740814527729105
48101,33,subsidy,0,2.8483281748502236,2.6853941209244843
48101,34,subsidy,0,3.057533768545978,2.68620769272513
48101,35,subsidy,0,2.6696307784821096,2.848033210269926
48101,36,subsidy,0,2.41263655497966,2.5192313694565334
48101,37,subsidy,0,2.6729133996364065,2.6116579356042102
48101,38,subsidy,0,2.7828643621935454,2.8388717387101257
48101,39,subsidy,0,2.631957473413186,2.9234182137642275
48101,40,subsidy,0,2.745667445385327,2.892722156721209
48101,41,subsidy,0,2.8663384616754977,2.6734617823613323
48101,42,subsidy,0,3.0124234160289993,2.888279862444147
48101,43,subsidy,0,2.5694034036444786,2.5378415104840357
48101,44,subsidy,0,2.346766318382722,2.8553539944398043
48101,45,subsidy,0,2.365115344374442,2.9313668608655212
48101,46,subsidy,0,2.576875094734127,2.77691629527659
48101,47,subsidy,0,2.890704735429794,2.6313166059859054
48101,48,subsidy,0,2.6729329290366337,2.778337674487573
