regime,support_status,stationary_state0,stationary_state1,stationary_state2,maintenance_rate,expected_deterioration,private_payoff,transfer_outlay,state_harm,resource_cost,social_welfare,accounting_error_private_minus_transfer,accounting_error_resource_identity,bellman_residual,bellman_iterations
0.0,observed,0.5599643021915909,0.32743115028845543,0.11260454751995536,0.3658154828122654,0.5526402453283661,-0.8681738902658591,0.0,0.4192016877609014,0.4489722025049577,-0.8681738902658591,0.0,-5.551115123125783e-17,8.881784197001252e-13,250
0.5,model_interpolation,0.6136108361690125,0.2977722946275288,0.08861686920345574,0.4461201985395753,0.4750060330344403,-0.7099562427260827,0.19788820099502522,0.3603127575812604,0.5475316861398476,-0.907844443721108,0.0,0.0,8.717471189356729e-13,235
1.0,observed,0.663339601738395,0.26688459046001367,0.06977580780159115,0.5343382566852585,0.40643620606319597,-0.4900636977699784,0.4740392238881499,0.3082995583276678,0.6558033633304605,-0.9641029216581283,0.0,0.0,8.102407633714392e-13,248
